WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-59.4875915 13.166853,-59.4873606 13.1667982,-59.4871581 13.1663067,-59.4865429 13.166246,-59.4862248 13.1662288,-59.4859249 13.166281,-59.4845962 13.1671982)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4976101 13.16241,-59.4974958 13.1643322,-59.4974545 13.1652069,-59.4973809 13.1653732,-59.4972395 13.1654019,-59.4960143 13.1653617,-59.4954459 13.1655395)",service,yes,,,,,,,,,,
"LINESTRING (-59.4624238 13.1716213,-59.4622591 13.1716887,-59.4619502 13.1717157,-59.4613365 13.1717495,-59.4606787 13.1723034,-59.4601848 13.1726567,-59.4597345 13.1729135,-59.4592405 13.173082,-59.4590603 13.1731154,-59.4586273 13.1731224,-59.4577922 13.1731085,-59.457513 13.1731686,-59.4573191 13.1732368,-59.4569361 13.1735358,-59.4565596 13.1738258,-59.4551335 13.1741497,-59.4545537 13.1742814)",tertiary,,Palm View Drive,asphalt,60,,,,,,,
"LINESTRING (-59.4755863 13.1718413,-59.4757275 13.171731,-59.4758864 13.171645,-59.4760409 13.1716784,-59.4761868 13.1717871,-59.4762469 13.1719291,-59.4763582 13.1720517,-59.4765605 13.1720577,-59.477266 13.1720557,-59.477397 13.1720461,-59.4774657 13.1719793,-59.4774313 13.1718706,-59.4772683 13.1716366,-59.4771309 13.1713525,-59.4771395 13.1711352,-59.4772973 13.170973,-59.4776033 13.1707354,-59.4780011 13.1704124,-59.4782336 13.1702274,-59.4785924 13.1699807,-59.4786595 13.1699334,-59.4791639 13.1696549,-59.4795239 13.1694738,-59.4804612 13.168979,-59.4824353 13.1685528,-59.485131 13.1684075)",tertiary,,Society Road,asphalt,60,HJ,,,,,,
"LINESTRING (-59.4618069 13.174837,-59.4612515 13.1754332,-59.460544 13.1761811,-59.4601492 13.1766094,-59.460118 13.1766432,-59.4596823 13.1770919,-59.4592577 13.1775531,-59.4588286 13.1779208,-59.4584832 13.1782494,-59.4573567 13.1793478,-59.4573352 13.1794046,-59.4573312 13.1794536,-59.457344 13.1795221)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5013967 13.1702537,-59.5020945 13.1704227,-59.5021912 13.1704715,-59.5022771 13.17059,-59.5023559 13.1709108,-59.502381 13.1711582,-59.5023452 13.1716846,-59.5022791 13.172134)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5014 13.1723086,-59.5014537 13.1723086,-59.5017795 13.17234,-59.5020552 13.1722563,-59.5022791 13.172134)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5013678 13.173431,-59.5012926 13.1734345,-59.5010885 13.1733962,-59.5009561 13.1733474,-59.5009489 13.1732568,-59.5010026 13.1730964,-59.5011852 13.1727896,-59.5013248 13.1725979,-59.5013714 13.1723783,-59.5014 13.1723086)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5022791 13.172134,-59.5021626 13.1727722,-59.5021375 13.1728594,-59.502091 13.1729361,-59.5019621 13.1730371,-59.5013678 13.173431)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5025431 13.1679967,-59.50199 13.1691376,-59.5017141 13.1696919,-59.5013967 13.1702537,-59.5013023 13.1703707,-59.5012079 13.1704543,-59.5010706 13.1705044,-59.5008646 13.1705211,-59.5006414 13.1705211,-59.500444 13.1705128,-59.4990354 13.1703862,-59.4987522 13.1704113,-59.4983574 13.1704698,-59.4980913 13.1705283,-59.4978338 13.1706285,-59.4975506 13.1708124,-59.4974218 13.1710213,-59.4973102 13.1713055,-59.4972244 13.1716314,-59.49713 13.1721746,-59.4971558 13.1726259,-59.497233 13.1731274,-59.4972244 13.1735202,-59.4971815 13.173821,-59.4970442 13.1740717,-59.496512 13.1747904,-59.4959885 13.1756011,-59.4957567 13.1760691,-59.4956451 13.1764535,-59.4955042 13.1767188)",tertiary,,Highway 4A,,40,H4A,,,,,,KG Ground Survey 2015
"LINESTRING (-59.452389 13.164847,-59.4539442 13.1638223)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4533583 13.1650143,-59.4542295 13.1662302)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4532844 13.1660794,-59.4536467 13.1665937)",service,,,,,,,,,,,
"LINESTRING (-59.4472515 13.1620761,-59.447181 13.161981)",primary,,Highway 5B,asphalt,60,H5B,,,,,,
"LINESTRING (-59.4473584 13.162162,-59.4474024 13.1622793,-59.4474278 13.1623342,-59.4476357 13.1626123,-59.447633 13.1626711,-59.4474895 13.1627991,-59.447114 13.1631595,-59.4469222 13.163072,-59.4468686 13.1631164)",service,,,,,,,,,,,
"LINESTRING (-59.4525238 13.166257,-59.4519527 13.1666318)",service,,,,,,,,,,,
"LINESTRING (-59.4527499 13.1650519,-59.4520847 13.1656188,-59.4499531 13.1672488,-59.4497733 13.1673827,-59.4496662 13.1674624,-59.4493225 13.1677955,-59.4487606 13.1683604,-59.4486866 13.1684669,-59.4486878 13.1686246,-59.4486914 13.1687365,-59.4486914 13.1688284)",residential,,Skeetes Bay Road,,,,,,,,,
"LINESTRING (-59.4505367 13.1630985,-59.4499134 13.163616,-59.4493154 13.1641872,-59.4481552 13.1653369,-59.447748 13.16574,-59.4477095 13.1658195,-59.4477041 13.1658835,-59.4477484 13.1659723)",residential,yes,,,,,,,,,,
"LINESTRING (-59.448612 13.1666984,-59.4487891 13.1666592,-59.4490117 13.1665208)",service,,,,,,,,,,,
"LINESTRING (-59.4469222 13.1662217,-59.4470805 13.1662518,-59.447346 13.1662309,-59.4474989 13.1661447,-59.4477484 13.1659723,-59.4480193 13.16627,-59.4482043 13.1664137,-59.4485101 13.1666722,-59.448612 13.1666984,-59.4487783 13.1670823)",service,,,,,,,,,,,
"LINESTRING (-59.4497733 13.1673827,-59.4495855 13.1673792,-59.4493264 13.1674569,-59.4490209 13.1675506,-59.4489246 13.1675571,-59.4488084 13.1675377,-59.4486922 13.1674278,-59.4483501 13.1670785,-59.4482605 13.1670365,-59.4481708 13.1670106,-59.4478388 13.16703,-59.4477391 13.1669945,-59.447696 13.1669557,-59.4474901 13.1667229,-59.4473041 13.1666323,-59.4471812 13.1665612,-59.4470517 13.1664092,-59.4469222 13.1662217)",service,yes,,,,,,,,,,
"LINESTRING (-59.4583908 13.1715526,-59.4583605 13.1715082,-59.4563552 13.1685738)",residential,,Sabal Drive,,,,,,,,,
"LINESTRING (-59.4550892 13.1717491,-59.4551689 13.1718008,-59.4554213 13.1728226,-59.4555674 13.1734175)",residential,,Palm Dale Drive,,,,,,,,,
"LINESTRING (-59.4542295 13.1662302,-59.4536467 13.1665937,-59.4529602 13.1670218,-59.4512062 13.1680762,-59.4510742 13.1681644,-59.4509906 13.1682866,-59.4509711 13.16846,-59.4509675 13.168615,-59.4508371 13.1687441,-59.4507084 13.1688284,-59.4501225 13.1691978,-59.4500284 13.1692571,-59.449871 13.169426,-59.4496436 13.1698411)",residential,,Bayfield Road,,,,,,,,,
"LINESTRING (-59.4506033 13.1700919,-59.4502675 13.1696049,-59.4500284 13.1692571)",service,yes,,,,,,,,,,
"LINESTRING (-59.4447587 13.1622365,-59.4451192 13.1619402)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4465762 13.1634363,-59.4464099 13.1635943,-59.4463469 13.1637262,-59.4463201 13.1638908,-59.4462986 13.1640449,-59.4462879 13.1648414,-59.4462839 13.1651131,-59.4467506 13.1658652,-59.447044 13.1660401)",service,,,,,,,,,,,
"LINESTRING (-59.4481552 13.1653369,-59.4479882 13.1652937,-59.447769 13.1653163,-59.4475565 13.165381,-59.4473473 13.1655459,-59.4472078 13.1657205,-59.4471016 13.1659145,-59.447044 13.1660401,-59.4470185 13.1660956,-59.4469222 13.1662217,-59.4466433 13.1664254,-59.446454 13.1665095,-59.4462216 13.1665127,-59.4459758 13.1666162,-59.4457965 13.1667293,-59.4457035 13.1668651)",service,yes,,,,,,,,,,
"LINESTRING (-59.4577922 13.1731085,-59.4576682 13.1726938,-59.4576649 13.1725198,-59.4578046 13.1723806,-59.458031 13.1722074)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4569361 13.1735358,-59.4567339 13.1732742,-59.4571652 13.1729142)",residential,,,,,,,,,,,
"LINESTRING (-59.4573191 13.1732368,-59.4575908 13.1735913,-59.4579636 13.1735699,-59.4580468 13.1735651)",residential,,Rattan Close,asphalt,,,,no,2,,,
"LINESTRING (-59.4579636 13.1735699,-59.4579797 13.1737532)",residential,,Rattan Close,,,,,,,,,
"LINESTRING (-59.4560224 13.1727773,-59.4554213 13.1728226,-59.4550195 13.1728937)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4557667 13.1733722,-59.4555674 13.1734175)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4555674 13.1734175,-59.4549863 13.1735468,-59.4551335 13.1741497)",residential,,Palm Dale Drive,,,,,,,,,
"LINESTRING (-59.4570859 13.1749276,-59.4578582 13.1742104)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4567199 13.1741705,-59.4572207 13.1738142,-59.4573624 13.1739942)",residential,,,,,,,,,,,
"LINESTRING (-59.456814 13.1743727,-59.4549404 13.1748119)",residential,,Chilean Wine Close,,,,,,,,,
"LINESTRING (-59.4541545 13.1743803,-59.454125 13.1740923)",service,yes,,,,,,,,,,
"LINESTRING (-59.4542682 13.1746227,-59.4542309 13.1743655)",service,yes,,,,,,,,,,
"LINESTRING (-59.4545537 13.1742814,-59.4542309 13.1743655,-59.4541545 13.1743803,-59.4538904 13.1744318,-59.4536063 13.1744203,-59.4530779 13.1743998,-59.4526294 13.1748959,-59.4520636 13.174921)",service,yes,,,,,,,,,,
"LINESTRING (-59.4537589 13.1753646,-59.4536884 13.1750674,-59.4536063 13.1744203)",service,yes,,,,,,,,,,
"LINESTRING (-59.4536884 13.1750674,-59.4527234 13.1750216)",service,yes,,,,,,,,,,
"LINESTRING (-59.4529887 13.1753554,-59.4527234 13.1750216,-59.4526294 13.1748959)",service,yes,,,,,,,,,,
"LINESTRING (-59.4565596 13.1738258,-59.4567199 13.1741705,-59.456814 13.1743727,-59.4570859 13.1749276,-59.4571956 13.1751629,-59.457391 13.1754851,-59.4575746 13.1756625,-59.4579102 13.1759234,-59.458269 13.176241,-59.4584289 13.1764058,-59.4586743 13.1768133,-59.4589144 13.1772522,-59.4592577 13.1775531,-59.459428 13.1777391)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4577949 13.1761237,-59.457731 13.1765968,-59.4577037 13.1767988)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4571956 13.1751629,-59.4570136 13.1753034,-59.4564351 13.1755491,-59.4557816 13.1757897,-59.4557129 13.1760655,-59.4554554 13.1761658)",residential,,Pimento Avenue,,,,,,,,,
"LINESTRING (-59.4557494 13.1766957,-59.455933 13.1766146)",service,,,,,,,,,,,
"LINESTRING (-59.4570136 13.1753034,-59.4571843 13.1756203,-59.4571515 13.176244,-59.4569791 13.1771034,-59.4569825 13.1772402,-59.4571204 13.1776008,-59.4573634 13.1781269,-59.4574248 13.1782931,-59.4574903 13.1784126)",residential,,Pimento Avenue,,,,,,,,,
"LINESTRING (-59.4580024 13.1779101,-59.4578415 13.1774701,-59.4577199 13.1771374)",residential,,,,,,,,,,,
"LINESTRING (-59.4571204 13.1776008,-59.4565626 13.1778623)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4571515 13.176244,-59.4567752 13.1762124,-59.4563246 13.1763831,-59.4559737 13.1765429,-59.4559317 13.1765848,-59.455933 13.1766146,-59.4559355 13.1766709,-59.4560048 13.1768012,-59.4563791 13.1773223)",residential,,Pimento Avenue,,,,,,,,,
"LINESTRING (-59.457344 13.1795221,-59.4571521 13.1795076,-59.457109 13.1794782,-59.4570746 13.1793797,-59.4570617 13.179235,-59.4566783 13.1786457,-59.4562058 13.1780267,-59.4552831 13.1766269,-59.4549136 13.1761467,-59.4546387 13.175545,-59.4545388 13.1752039,-59.4545262 13.1748188,-59.4545537 13.1742814)",path,yes,,,,,,,,,,
"LINESTRING (-59.4573634 13.1781269,-59.4568593 13.178356)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5256936 13.1514098,-59.5244125 13.151394)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5281899 13.151521,-59.5274518 13.1514557)",residential,,,,,,,,,,,
"LINESTRING (-59.525815 13.1524338,-59.5258935 13.152465,-59.5261129 13.1524429,-59.5272488 13.1523948,-59.5273212 13.1523801,-59.5273846 13.1523507)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5273846 13.1523507,-59.5273565 13.1524874,-59.5273211 13.1526287,-59.5272928 13.1527562,-59.5273034 13.1528148,-59.5273813 13.152863,-59.5275724 13.1529078,-59.5277671 13.1529251,-59.5278839 13.1529354,-59.5279723 13.1529389,-59.5280042 13.1529733)",service,,,,,,driveway,,,,,
"LINESTRING (-59.521137 13.1548727,-59.5223481 13.1549554)",residential,,Highway Y,,60,HY,,,,,,KG Ground Survey 2015
"LINESTRING (-59.529032 13.1526656,-59.5290918 13.1527279,-59.5292241 13.1527695,-59.5300136 13.1528817,-59.5303508 13.1528942,-59.5305855 13.1528277,-59.5306744 13.1528093,-59.5307861 13.1527861,-59.5312043 13.1527861,-59.5325293 13.1528396)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5223481 13.1549554,-59.5230588 13.1549839,-59.524653 13.1550781,-59.5247616 13.1550845)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5230673 13.1558016,-59.524581 13.1558624,-59.5247366 13.1558687)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5247366 13.1558687,-59.5249687 13.1558271,-59.5251339 13.1557645,-59.5252136 13.1557027,-59.5252616 13.1556601,-59.5252995 13.1555085,-59.5253075 13.1553313,-59.52532 13.1551103)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5240839 13.156577,-59.5240709 13.1561955)",residential,,,,,,,,,,,
"LINESTRING (-59.5222366 13.1570682,-59.5222965 13.1559824,-59.5223481 13.1549554)",residential,,Highway Y,,60,HY,,,,,,KG Ground Survey 2015
"LINESTRING (-59.5230588 13.1549839,-59.5230673 13.1558016,-59.5230636 13.1565693,-59.5230436 13.1571116)",residential,yes,,,,,,,,,,
"LINESTRING (-59.524744 13.1570911,-59.5247376 13.1565819,-59.5247366 13.1558687)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5257332 13.1570396,-59.5256875 13.1561152)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5258121 13.1570551,-59.5257332 13.1570396,-59.524744 13.1570911,-59.5242148 13.1571089,-59.5238697 13.1571221,-59.5237505 13.1571198,-59.523407 13.1571142,-59.5232713 13.1571109,-59.5230436 13.1571116,-59.5222366 13.1570682)",residential,,Todd's Land,,40,,,,,,,KG Ground Survey 2015
"LINESTRING (-59.5237206 13.1565775,-59.5237021 13.1561717)",residential,,,,,,,,,,,
"LINESTRING (-59.5247376 13.1565819,-59.5240839 13.156577,-59.5238877 13.1565795,-59.5237206 13.1565775,-59.5230636 13.1565693)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5238877 13.1565795,-59.5238697 13.1571221)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5096146 13.1529459,-59.5094815 13.1529722,-59.5092405 13.1529459,-59.5090427 13.1529354,-59.5089084 13.1530034,-59.5088215 13.153093,-59.5087585 13.1532419,-59.5086147 13.1539547,-59.5086111 13.1540212,-59.5083413 13.1541018,-59.5082837 13.1541806,-59.5081877 13.1542077)",service,yes,,,,,,,,,,
"LINESTRING (-59.5086111 13.1540212,-59.5086866 13.1541228,-59.508719 13.1542384,-59.5086758 13.154368,-59.508478 13.1547066,-59.5084359 13.1549343)",service,yes,,,,,,,,,,
"LINESTRING (-59.5090758 13.1551368,-59.5085892 13.1553568)",service,,,,,,,,,,,
"LINESTRING (-59.5093903 13.1561353,-59.5093337 13.1561364,-59.5092676 13.1561093,-59.5090768 13.1559822,-59.5089152 13.155848,-59.5087537 13.1557238,-59.5086832 13.1556852,-59.508614 13.1556676)",primary,,Highway 4,asphalt,60,H4,,,,,,
"LINESTRING (-59.5038556 13.1634649,-59.503603 13.1633766)",service,,,,,,driveway,,,,,
"LINESTRING (-59.504 13.1643047,-59.5033451 13.1641472)",service,,,,,,driveway,,,,,
"LINESTRING (-59.5036112 13.164768,-59.5031675 13.164637)",service,,,,,,driveway,,,,,
"LINESTRING (-59.50337 13.164988,-59.5032484 13.1649837,-59.5031979 13.1650001,-59.5031571 13.1650324,-59.5031006 13.1651128,-59.5030653 13.1651302,-59.5029922 13.1651446)",service,,,,,,driveway,,,,,
"LINESTRING (-59.5033657 13.1657241,-59.5031419 13.1657114,-59.5029681 13.1657072,-59.5028164 13.1656685)",service,,,,,,driveway,,,,,
"LINESTRING (-59.5029084 13.1668791,-59.5028584 13.1670832,-59.5028215 13.1671244,-59.502765 13.1671424,-59.5024502 13.1670728)",service,,,,,,driveway,,,,,
"LINESTRING (-59.5118157 13.1653565,-59.5117547 13.1649736,-59.511762 13.164934)",service,yes,,,,,,,,,,
"LINESTRING (-59.5065432 13.1670269,-59.5065303 13.1668637,-59.506552 13.1665813,-59.5066194 13.1657722,-59.5066618 13.1651842)",residential,,,,,,,,,,,
"LINESTRING (-59.5036389 13.1632651,-59.503603 13.1633766,-59.5034216 13.1639393,-59.5033451 13.1641472,-59.5032413 13.164429,-59.5031675 13.164637,-59.503048 13.1649737,-59.5029922 13.1651446,-59.5028915 13.1654528,-59.5028164 13.1656685,-59.5027221 13.1659393,-59.502544 13.1664682,-59.5024495 13.1667728,-59.5024386 13.1669579,-59.5024502 13.1670728,-59.5024755 13.1673238,-59.5025255 13.1677849,-59.5025431 13.1679967)",tertiary,,Highway 4A,,40,H4A,,,,,,KG Ground Survey 2015
"LINESTRING (-59.5119242 13.1665803,-59.5118157 13.1653565)",service,yes,,,,,,,,,,
"LINESTRING (-59.5065673 13.1669896,-59.5065432 13.1670269,-59.5065195 13.1670636,-59.5064858 13.167163,-59.5064475 13.1673551,-59.5064369 13.167786,-59.5064251 13.1682296,-59.506438 13.1683645,-59.5064883 13.1685182,-59.5065988 13.1687434,-59.5066407 13.1688876,-59.5066226 13.1689579)",unclassified,,Cherry Grove Road,,40,,,,,,,KG Ground Survey 2015
"LINESTRING (-59.5063217 13.1697739,-59.5059085 13.1697971)",service,,,,,,,,,,,
"LINESTRING (-59.5058715 13.1690755,-59.506104 13.1692937,-59.5062821 13.1694629,-59.5063125 13.1696173,-59.5063217 13.1697739,-59.5063277 13.1698775)",service,,,,,,,,,,,
"LINESTRING (-59.5048808 13.1689327,-59.5049009 13.1685291,-59.5047829 13.1684821,-59.5046783 13.1684404)",service,,,,,,driveway,,,,,
"LINESTRING (-59.5066226 13.1689579,-59.5065665 13.1690166,-59.506489 13.1690467,-59.506414 13.1690501,-59.5060969 13.1690678,-59.5058715 13.1690755,-59.5057043 13.1690811,-59.5054908 13.1690795,-59.5052918 13.1690603,-59.5051758 13.1690403,-59.5050654 13.1690057,-59.5048808 13.1689327,-59.5036606 13.1684449,-59.5030414 13.168208,-59.5025431 13.1679967)",unclassified,,Cherry Grove Road,,40,,,,,,,KG Ground Survey 2015
"LINESTRING (-59.5057994 13.1721784,-59.5057684 13.1721334,-59.5057542 13.1720718,-59.5057619 13.1716832,-59.5057758 13.1706699,-59.5057455 13.1698679,-59.5057043 13.1690811)",residential,,Roebuck Street,,,,,,,,,
"LINESTRING (-59.5072305 13.1723894,-59.5071772 13.172328,-59.5071189 13.1722975,-59.5070713 13.1722867,-59.5068897 13.1722757,-59.5059624 13.1722483,-59.5058699 13.1722323,-59.5058292 13.1722085,-59.5057994 13.1721784)",residential,,Roebuck Street,,,,,,,,,
"LINESTRING (-59.505644 13.1722175,-59.5051965 13.1721963)",service,,,,,,,,,,,
"LINESTRING (-59.5055853 13.1727759,-59.5056092 13.1723105,-59.505644 13.1722175,-59.5057994 13.1721784)",service,,,,,,,,,,,
"LINESTRING (-59.4518054 13.1081246,-59.4515544 13.110274)",service,,,,,,,,,,,
"LINESTRING (-59.4496313 13.1114001,-59.4492944 13.1114889,-59.449226 13.1114923,-59.4489145 13.1115927,-59.4486391 13.1116752,-59.4483157 13.1118351)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4523346 13.1113778,-59.4526758 13.1111457)",residential,,1st Avenue Sunflower Drive,asphalt,,,,,,,,
"LINESTRING (-59.4544513 13.1110158,-59.4545915 13.1105302,-59.4546773 13.1101175,-59.4547149 13.1100078,-59.4547954 13.1099346,-59.454959 13.1098641,-59.4549858 13.109804,-59.4550743 13.1097622,-59.4551923 13.1097178,-59.4553425 13.1096394,-59.4554954 13.1095219,-59.4556081 13.1095062,-59.4558012 13.1094853,-59.4559165 13.1094958,-59.4559943 13.1095088)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4525592 13.1118621,-59.4524888 13.1115439,-59.4523346 13.1113778,-59.4522364 13.111272,-59.4521484 13.111231,-59.4512293 13.1111576)",residential,,Sunflower Drive South,asphalt,,,,,,,,
"LINESTRING (-59.4543923 13.1111719,-59.4544513 13.1110158,-59.4546514 13.1107954,-59.4552433 13.1102481,-59.4558387 13.1096786,-59.4559943 13.1095088)",tertiary,,Highway O,asphalt,60,HO,,,,,,
"LINESTRING (-59.4526351 13.1118923,-59.4526494 13.1119161,-59.452655 13.1119432,-59.4526514 13.1119706,-59.4526389 13.1119953,-59.4526189 13.1120149,-59.4525935 13.1120271,-59.4525654 13.1120307,-59.452537 13.1120251,-59.4525121 13.1120108,-59.4524935 13.1119893,-59.4524831 13.111963,-59.4524829 13.1119565,-59.4524822 13.1119348,-59.4524908 13.1119079,-59.452508 13.1118853,-59.4525318 13.1118694,-59.4525592 13.1118621,-59.4525875 13.1118637,-59.4526137 13.1118742,-59.4526351 13.1118923)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4510463 13.1120905,-59.4520183 13.1121511,-59.452114 13.1121288,-59.4522478 13.1120468,-59.4523817 13.1119798,-59.4524829 13.1119565)",residential,,Sandstone Drive,asphalt,,,,,,,,
"LINESTRING (-59.4531385 13.1120052,-59.4532768 13.1111975)",residential,,2nd Avenue Sandstone Drive,asphalt,,,,,,,,
"LINESTRING (-59.4538341 13.1120546,-59.45395 13.1112906)",residential,,1st Avenue Sandstone Drive,asphalt,,,,,,,,
"LINESTRING (-59.4526514 13.1119706,-59.4531385 13.1120052,-59.4538341 13.1120546,-59.4542146 13.1120816)",residential,,Sandstone Drive,asphalt,,,,,,,,
"LINESTRING (-59.4680542 13.1099996,-59.4680704 13.1098422,-59.468061 13.1097652,-59.4680275 13.1096777,-59.4678907 13.1094647)",residential,,,,,,,,,,,
"LINESTRING (-59.4700705 13.1081808,-59.4701983 13.10836,-59.4704733 13.108753,-59.4706727 13.1090155,-59.4710591 13.1094484,-59.4713874 13.1098116,-59.4716666 13.110093,-59.4719494 13.1103966)",secondary,,Four Roads,asphalt,60,,,,2,,,
"LINESTRING (-59.4659342 13.110095,-59.4665404 13.1098968,-59.4674889 13.1099701,-59.4679797 13.1099908,-59.4680542 13.1099996,-59.4684727 13.1100491,-59.4687646 13.1103372,-59.4693369 13.1104012,-59.4700178 13.1104774,-59.4703523 13.1105148,-59.4720327 13.110692,-59.4721327 13.1107066,-59.4722285 13.1107235)",residential,,Nursery No. 2,asphalt,,,,,,,,
"LINESTRING (-59.4719494 13.1103966,-59.4722285 13.1107235,-59.4722733 13.1107572)",secondary,,Four Roads,asphalt,60,,,,2,,,
"LINESTRING (-59.469906 13.1114576,-59.4690436 13.1113268)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4720327 13.110692,-59.4719955 13.1109025,-59.471986 13.11096,-59.4719701 13.1110078,-59.4719393 13.1110426,-59.4719099 13.1110706,-59.4718832 13.1111078,-59.4718713 13.1111349,-59.471865 13.111164,-59.4700102 13.1109452)",residential,,,,,,,,,,,
"LINESTRING (-59.4725345 13.1112105,-59.4721989 13.1111775,-59.4720772 13.111171,-59.4719745 13.111174,-59.471865 13.111164)",residential,,,,,,,,,,,
"LINESTRING (-59.4739543 13.1114798,-59.4727831 13.1116776)",residential,,,,,,,,,,,
"LINESTRING (-59.5168639 13.1704179,-59.5165843 13.1704352)",service,,,,,,,,,,,
"LINESTRING (-59.5182781 13.1709087,-59.5177535 13.1709271)",service,,,,,,,,,,,
"LINESTRING (-59.5178023 13.1710983,-59.5167537 13.1711129)",residential,,,,,,,,,,,
"LINESTRING (-59.5205508 13.1710439,-59.5201768 13.1709827)",service,,,,,,,,,,,
"LINESTRING (-59.5237572 13.1704906,-59.5234829 13.1704386,-59.5226731 13.170322,-59.5223054 13.1702817)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5217165 13.1706973,-59.5225291 13.1708157,-59.5225795 13.1707976)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5193437 13.170952,-59.5193307 13.171318,-59.5193394 13.1714195,-59.5193567 13.1714745,-59.5194445 13.1715147)",residential,,,,,,,,,,,
"LINESTRING (-59.5201587 13.1716052,-59.5194445 13.1715147)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5179602 13.1716517,-59.5176416 13.1717082)",service,,,,,,,,,,,
"LINESTRING (-59.5180515 13.1719716,-59.5176525 13.1720763)",service,,,,,,,,,,,
"LINESTRING (-59.5231858 13.1764592,-59.5234619 13.1764617,-59.5235506 13.1764865,-59.5238641 13.1768726,-59.5239281 13.1768949,-59.5242189 13.1768696)",service,yes,,,,,,,,,,
"LINESTRING (-59.4436758 13.108613,-59.4438391 13.1083922,-59.4440703 13.1081714,-59.4443379 13.1079505,-59.4444467 13.1078357,-59.4446326 13.1075089,-59.4447732 13.1071909,-59.4448639 13.1069878,-59.4449319 13.1066875,-59.4449681 13.1065064)",service,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4441635 13.108995,-59.4445225 13.1089713)",secondary,,Crane Main Road,asphalt,60,HN,,yes,,,,
"LINESTRING (-59.4441635 13.108995,-59.4441985 13.1090124,-59.4442253 13.1090406,-59.444243 13.1090909,-59.4442345 13.1091434)",secondary,,,asphalt,60,,,yes,,,,
"LINESTRING (-59.4442345 13.1091434,-59.4442179 13.1091716)",secondary,,Highway N,asphalt,60,,,yes,,,,
"LINESTRING (-59.4445225 13.1089713,-59.444371 13.1090282,-59.4442959 13.1090752,-59.4442345 13.1091434)",secondary,,Crane Main Road,asphalt,60,HN,,yes,,,,
"LINESTRING (-59.4453312 13.1080427,-59.4451837 13.1084998,-59.4451059 13.1087532,-59.445073 13.1089851)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4449149 13.1089826,-59.4449554 13.1093071,-59.4450681 13.1094456,-59.4452451 13.1094874)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4442147 13.1094292,-59.4442845 13.1095559,-59.4443099 13.1096852,-59.4443166 13.1098445,-59.4442481 13.1101172,-59.4441998 13.110304)",secondary,,Highway N,asphalt,60,HN,,,2,,,
"LINESTRING (-59.4445123 13.1117408,-59.443566 13.1124771)",residential,,Hutson Avenue,,,,,,,,,
"LINESTRING (-59.4456476 13.1125959,-59.4445957 13.1113332,-59.4444977 13.1111298,-59.4444467 13.1108907,-59.4444588 13.1107079,-59.4445111 13.1105394,-59.444629 13.1104412)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4447488 13.1125555,-59.4440579 13.113098)",residential,,Mojarra Court,,,,,,,,,
