WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-59.5227873 13.1175446,-59.5226735 13.1173433,-59.5226477 13.1172096,-59.5226563 13.1170508,-59.5227078 13.1158972)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5217959 13.1156455,-59.5217532 13.1167615,-59.5217317 13.1168647,-59.5216754 13.1169313,-59.5215547 13.116964,-59.52143 13.116977,-59.5211001 13.1169992)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5203702 13.1147217,-59.5203169 13.1147723,-59.5202914 13.1148559,-59.5202187 13.1154458,-59.5201672 13.116655)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5201672 13.116655,-59.5200985 13.1165994,-59.5199698 13.1165241,-59.5198496 13.1164907,-59.5197552 13.1164155,-59.5196694 13.1163486)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5201142 13.1176316,-59.52016 13.1175295,-59.5201881 13.1172579,-59.5201989 13.1170293,-59.520182 13.1168293,-59.5201672 13.116655)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5146225 13.1124866,-59.5144938 13.1142611,-59.5142493 13.1158302,-59.5143469 13.1171459)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5144938 13.1142611,-59.5139788 13.1142337,-59.5136612 13.114217,-59.5133265 13.1141836,-59.5132407 13.1140916,-59.5132063 13.1139746)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.518452 13.1175448,-59.5184592 13.1174102,-59.5184077 13.1172932,-59.5183218 13.1171845,-59.5182188 13.1170842,-59.5181502 13.1170006,-59.51803 13.1168752)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5143469 13.1171459,-59.5144201 13.1172273,-59.5145586 13.1172631,-59.5148674 13.117339,-59.5154711 13.1174043,-59.5170945 13.1174604,-59.5173343 13.1174992,-59.518452 13.1175448,-59.5201142 13.1176316,-59.5206998 13.1176633,-59.5224601 13.1177594)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5170945 13.1174604,-59.5170859 13.1173433,-59.5170859 13.1172263,-59.5170773 13.1171344,-59.5170344 13.117009,-59.5169486 13.116917,-59.5168284 13.1168418,-59.5167082 13.1167582,-59.5165623 13.1166746)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5054775 13.1079653,-59.5052327 13.1077469,-59.5051297 13.1076549,-59.5050782 13.107563,-59.5050782 13.1075045,-59.5051023 13.1074047,-59.5051677 13.1073028,-59.5052869 13.107192,-59.5054242 13.1071251,-59.5055358 13.1070332,-59.5056645 13.1069496,-59.5057933 13.1068911,-59.5059907 13.1068911,-59.5064198 13.1069579,-59.5068661 13.1069914,-59.5074326 13.1070415,-59.5079106 13.1070515,-59.509763 13.1072036,-59.510235 13.1072459,-59.5103677 13.107256,-59.5104657 13.1072498,-59.5105284 13.1072234)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5110648 13.1089031,-59.5111102 13.1092473,-59.511148 13.1100191)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5123137 13.1122944,-59.5123223 13.1114167)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5146225 13.1124866,-59.5126055 13.1123278,-59.5123137 13.1122944,-59.5113095 13.1121852,-59.5108803 13.1121606,-59.5101293 13.1120133,-59.5093182 13.1118513,-59.5089663 13.1117427,-59.5079964 13.111517,-59.5078934 13.1114334)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5101293 13.1120133,-59.5101164 13.1117594,-59.5101078 13.1115755,-59.5101078 13.1113832,-59.5101164 13.1112578,-59.5101679 13.1111575,-59.5102452 13.1111408,-59.5103482 13.1111575)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5078934 13.1114334,-59.5078389 13.1107815,-59.507658 13.1100837,-59.5078679 13.1096326,-59.5077647 13.108307)",unclassified,,,,,,,,,,,
"LINESTRING (-59.5089663 13.1117427,-59.508992 13.1116006,-59.5090178 13.1114585,-59.5090092 13.111308,-59.5089405 13.1111575,-59.508829 13.1111074)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5049511 13.1078809,-59.5050095 13.10768,-59.5050782 13.1075045)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5057525 13.1080094,-59.5057476 13.108215,-59.505782 13.1084658,-59.5058077 13.1086831,-59.5058421 13.1089172,-59.5058421 13.1092014,-59.5058163 13.1095191,-59.5058335 13.1097364,-59.5058077 13.1098953,-59.5057562 13.1100374,-59.5057476 13.1102046,-59.5057991 13.1103467,-59.5058421 13.1104721,-59.505885 13.1106392,-59.5058678 13.1107981)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5058678 13.1107981,-59.5063485 13.1109569,-59.506709 13.1110739,-59.5071982 13.1112328,-59.507593 13.1113749,-59.5078934 13.1114334)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5057305 13.1118597,-59.5056275 13.1118931,-59.5054902 13.1118848,-59.5053528 13.1118513,-59.5052327 13.1117761,-59.5051554 13.1116925,-59.5050953 13.1115755)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5039283 13.1108458,-59.504031 13.1110071,-59.5040825 13.1111074,-59.5041169 13.1112996,-59.504134 13.1114668,-59.5041083 13.1116006,-59.5040739 13.1117427)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5033767 13.1137435,-59.5033938 13.1134842,-59.5034216 13.1132139,-59.5034302 13.1129548,-59.5034216 13.1128043,-59.5034817 13.1125452,-59.5035246 13.1122192,-59.5035418 13.1119182,-59.5035418 13.1116925,-59.5035504 13.111517,-59.5036019 13.1113999,-59.503722 13.1112328,-59.5038165 13.1110906,-59.5039023 13.1109318,-59.5039283 13.1108458,-59.5039452 13.1107897,-59.5039452 13.1105974,-59.5039538 13.1104303,-59.5040053 13.1103132,-59.5040997 13.110146,-59.5042027 13.1100624,-59.5043829 13.1100123,-59.5045546 13.1099621,-59.5047177 13.1098869,-59.5048378 13.1097699,-59.5049408 13.1096194,-59.5050438 13.1095107,-59.5051897 13.1094689,-59.5053357 13.1095024,-59.5054644 13.1095191,-59.5056103 13.1095442,-59.5057219 13.1095358,-59.5058163 13.1095191)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5058678 13.1107981,-59.5058592 13.111099,-59.5058335 13.1113498,-59.5058335 13.1116089,-59.5057906 13.1117677,-59.5057305 13.1118597,-59.5057133 13.1119851,-59.5057476 13.112077,-59.5058335 13.1121523,-59.5058764 13.1122693,-59.5059021 13.1124783,-59.505885 13.1128461,-59.5058764 13.1131972,-59.5058678 13.1134229,-59.5057991 13.1135232,-59.5056704 13.113565,-59.505473 13.1135232,-59.5053528 13.113448,-59.505267 13.113356,-59.5051983 13.1132306,-59.505164 13.1130634,-59.5050696 13.1130049,-59.5048979 13.1129798,-59.504752 13.1130133,-59.5045546 13.1130467,-59.5043829 13.1130551,-59.5041855 13.1130133,-59.5039023 13.1129966,-59.5034302 13.1129548)",service,yes,,,,,,,,,,
"LINESTRING (-59.5126055 13.1123278,-59.5126141 13.1125619,-59.5126055 13.1128043,-59.5125798 13.1129631,-59.5124596 13.11303,-59.5122965 13.1130216)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5108803 13.1121606,-59.5108546 13.112378,-59.510846 13.1126622,-59.5107773 13.1128628,-59.5107773 13.11303,-59.5107945 13.1131303,-59.5107945 13.1133811,-59.5107687 13.1136319,-59.5107945 13.1137489,-59.5108632 13.1138158,-59.5109919 13.1138492,-59.5111636 13.1138659)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5088247 13.1137154,-59.5088633 13.1135316,-59.5089491 13.1131303,-59.5090264 13.1128127,-59.5091465 13.1124365,-59.509241 13.1121356,-59.5093182 13.1118513)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5088247 13.1137154,-59.5088412 13.1137758,-59.5088688 13.1138026,-59.5089228 13.1138283,-59.5091012 13.1138449)",service,yes,,,,,,,,,,
"LINESTRING (-59.5073784 13.1133309,-59.5072411 13.1133059,-59.5070437 13.1132808,-59.5069064 13.1132473,-59.506769 13.1131805,-59.506709 13.1130467)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5033767 13.1137435,-59.5038633 13.1138026)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5033049 13.1145628,-59.5031947 13.1146988,-59.5030611 13.1147854)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5079964 13.111517,-59.5079277 13.1117427,-59.5078333 13.1120018,-59.5077218 13.1123529,-59.5076273 13.1126538,-59.5075158 13.1129715,-59.5073784 13.1133309,-59.507284 13.1136569,-59.5072068 13.1138576,-59.5071209 13.1140749,-59.5070523 13.1142588,-59.5070351 13.1145597,-59.5070179 13.1148774,-59.5070008 13.1152201,-59.5069836 13.1158471,-59.5069493 13.116265,-59.5069407 13.1163322,-59.5069149 13.1165325,-59.5069493 13.1167749,-59.5069579 13.1170758,-59.5069664 13.1172848,-59.5069664 13.1176025,-59.5069149 13.1179786,-59.5068892 13.1184969,-59.506872 13.1187978,-59.5068711 13.1190906,-59.5068665 13.1194035,-59.5068344 13.1195176)",unclassified,,Bentley Ten,,,,,,,,,
"LINESTRING (-59.5031497 13.118516,-59.5031638 13.1181575,-59.503151 13.1179427,-59.5030955 13.1176108,-59.5030955 13.1173266,-59.5031212 13.1170257,-59.5031298 13.1166746,-59.503135 13.1166081,-59.5031641 13.1162316,-59.50325 13.115613,-59.5032757 13.1151616,-59.5032893 13.114822,-59.5032935 13.1146935,-59.5033049 13.1145628,-59.5033358 13.1141585,-59.5033767 13.1137435)",unclassified,yes,,unpaved,,,,,,,,
"LINESTRING (-59.5298522 13.119994,-59.5297944 13.1199157,-59.5297271 13.119848,-59.5295977 13.1197753,-59.5292515 13.1196903,-59.5288489 13.1196263,-59.5284018 13.1195793,-59.5280601 13.119554,-59.5279181 13.1194858,-59.5278195 13.1193755)",tertiary,,Brighton Road,asphalt,40,,,,2,,,KG Ground Survey 2015
"LINESTRING (-59.5276894 13.1189223,-59.5275826 13.1188817,-59.5274428 13.1188569,-59.527178 13.1188463,-59.5264844 13.1188559,-59.5258795 13.1188554,-59.5250475 13.1188513,-59.5247512 13.1188523,-59.524646 13.1188421,-59.5245784 13.1188204,-59.5245562 13.1187549)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.5245562 13.1187549,-59.5245286 13.1186114,-59.5244596 13.1181898,-59.5243993 13.1179285,-59.5243561 13.1176889,-59.5242681 13.1172427,-59.5242136 13.117024)",unclassified,,Windsor Hill,,,,,,,,,
"LINESTRING (-59.5248928 13.119313,-59.5249072 13.1196177,-59.5248601 13.119681,-59.5247793 13.1198011)",service,,,,,,,,,,,
"LINESTRING (-59.5242973 13.1192189,-59.5241529 13.1190814)",service,,,,,,driveway,,,,,
"LINESTRING (-59.524584 13.1188696,-59.5244564 13.1190171,-59.5243802 13.1191525,-59.5242973 13.1192189,-59.5242778 13.1192345,-59.5240731 13.1193836,-59.5238537 13.11949,-59.5236046 13.1195161,-59.5234197 13.119505,-59.523342 13.1194635)",service,,,,,,,,,,,
"LINESTRING (-59.5201142 13.1176316,-59.5201071 13.1178115,-59.5201071 13.1181124,-59.52009 13.1183297,-59.5200728 13.1184802,-59.5200041 13.1185638,-59.5198325 13.1186724,-59.5196265 13.1188062,-59.5194977 13.1189817)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.5143469 13.1171459,-59.5143307 13.1178115,-59.5143307 13.1181291,-59.514305 13.1186808,-59.5142964 13.1192826,-59.5142748 13.1198299)",unclassified,yes,,unpaved,,,,,,,,
"LINESTRING (-59.5061745 13.1194795,-59.506239 13.1188574)",residential,,,,,,,,,,,
"LINESTRING (-59.5068344 13.1195176,-59.5068157 13.1202152)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5068344 13.1195176,-59.5061745 13.1194795,-59.5052215 13.1194246,-59.5050619 13.1194486)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5041686 13.1188252,-59.5041591 13.1185965)",residential,,,,,,,,,,,
"LINESTRING (-59.5046796 13.1197904,-59.5046575 13.1196376,-59.5046555 13.1194795,-59.5046655 13.1192849,-59.5046943 13.1191269,-59.5047017 13.119044,-59.504701 13.11901,-59.5046903 13.1189702,-59.5046648 13.1189375,-59.50464 13.1189192,-59.5045468 13.1188807,-59.5044194 13.1188533,-59.5041921 13.1188258,-59.5041686 13.1188252,-59.5041197 13.1188239,-59.504005 13.1188317,-59.5038548 13.1188644,-59.5037401 13.1188683,-59.5037019 13.1188618,-59.5036422 13.1188304,-59.5035893 13.1187867,-59.5034055 13.1186678,-59.5033157 13.1186338,-59.5032889 13.1186273,-59.5032372 13.1186253)",residential,,,,,,,,,,,
"LINESTRING (-59.5085299 13.092865,-59.508605 13.0930531,-59.5108216 13.0932841)",path,yes,,,,,,,,,,
"LINESTRING (-59.5023865 13.0984238,-59.50248 13.0983354,-59.5025372 13.0982813,-59.5027387 13.0980908,-59.502916 13.0979232)",residential,,Dolphin Drive,asphalt,,,,,,,,
"LINESTRING (-59.5035754 13.0982971,-59.5032116 13.0982641,-59.5029971 13.0982354,-59.5028683 13.0981688,-59.5027387 13.0980908)",residential,,,,,,,,,,,
"LINESTRING (-59.50248 13.0983354,-59.5024056 13.0982707,-59.5023104 13.0982354,-59.5022072 13.0982537,-59.5021535 13.098289,-59.5018142 13.0985724)",residential,,,,,,,,,,,
"LINESTRING (-59.5034865 13.0988321,-59.5035754 13.0982971,-59.5036821 13.0975005)",residential,,Tarpon Close,asphalt,,,,,,,,
"LINESTRING (-59.5037441 13.0990962,-59.5036984 13.0995817)",residential,,,,,,,,,,,
"LINESTRING (-59.5039799 13.0995932,-59.5036984 13.0995817,-59.5035147 13.0995743)",residential,,,,,,,,,,,
"LINESTRING (-59.5039349 13.1000463,-59.5039799 13.0995932,-59.5041913 13.0974611)",residential,,Snapper Drive,asphalt,,,,,,,,
"LINESTRING (-59.5044762 13.1003635,-59.5044973 13.100122,-59.5047168 13.0976058)",residential,,Cavalla Drive,asphalt,,,,,,,,
"LINESTRING (-59.5031634 13.0986377,-59.5029099 13.0985371,-59.5027825 13.0984509,-59.5026484 13.0983817,-59.5025599 13.0983099,-59.5025372 13.0982813)",residential,,,,,,,,,,,
"LINESTRING (-59.502191 13.0989588,-59.5022727 13.0993931,-59.502288 13.0994842,-59.5027643 13.1002639,-59.5028253 13.100347)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5044973 13.100122,-59.5039787 13.1000915,-59.5039506 13.1000739,-59.5039349 13.1000463)",residential,,,,,,,,,,,
"LINESTRING (-59.4998877 13.0979987,-59.4998834 13.098042,-59.4998889 13.0981504)",secondary,,Yorkshire Road,asphalt,60,,,yes,,,,
"LINESTRING (-59.4998889 13.0981504,-59.4997867 13.0980557)",secondary,,Yorkshire Road,asphalt,60,,,yes,,,,
"LINESTRING (-59.499688 13.098046,-59.4994186 13.0981665)",primary,,Highway 6,asphalt,60,H6,,yes,2,,,
"LINESTRING (-59.4994186 13.0981665,-59.49958 13.0979067)",primary,,Highway 6,asphalt,60,H6,,yes,,,,
"LINESTRING (-59.502288 13.0994842,-59.501907 13.0995545,-59.5015392 13.09971)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5004503 13.0999269,-59.5002803 13.0997961,-59.5001757 13.0997203,-59.5001489 13.0996759,-59.5001569 13.0996263,-59.5002186 13.0995061,-59.5002776 13.099433,-59.5004198 13.0993285,-59.5005298 13.0993023,-59.5006424 13.0993572,-59.5006773 13.0994512,-59.5007632 13.0996049)",residential,,,,,,,,,,,
"LINESTRING (-59.4983241 13.098698,-59.4985435 13.0995432,-59.499007 13.0995414,-59.4996356 13.0998368,-59.5001854 13.1000798,-59.5002257 13.1000889,-59.5002686 13.1000883,-59.5003156 13.1000655,-59.5004503 13.0999269,-59.5006963 13.0996738,-59.5007632 13.0996049,-59.501086 13.0992728)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5016321 13.1003395,-59.5019223 13.1000857)",residential,,,,,,,,,,,
"LINESTRING (-59.4993458 13.0990907,-59.4987761 13.0984947)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.497553 13.0989894,-59.4972994 13.0983895)",residential,,,,,,,,,,,
"LINESTRING (-59.4962463 13.0987224,-59.4963026 13.0989183,-59.4963133 13.0990254,-59.4963804 13.0990907,-59.4966701 13.099305,-59.4968213 13.0994169)",residential,,,,,,,,,,,
"LINESTRING (-59.4944428 13.0972557,-59.4944186 13.0974612,-59.4944297 13.0984819)",residential,,Lowthers Park,asphalt,,,,,,,,
"LINESTRING (-59.4940018 13.0982273,-59.493776 13.0977679,-59.4936113 13.0974475)",residential,,3rd Avenue Lowthers Park,asphalt,,,,,,,,
"LINESTRING (-59.4971585 13.0991859,-59.4968948 13.0989327,-59.4965601 13.0986127,-59.4962124 13.0983819,-59.495977 13.0981929,-59.4959231 13.0981868,-59.4958587 13.0982182,-59.4956146 13.0984925)",residential,yes,,unpaved,,,,,,,,
"LINESTRING (-59.4950808 13.0998379,-59.494885 13.0999476,-59.4947778 13.1000312,-59.4946088 13.1001853,-59.4945544 13.1002337)",residential,,,,,,,,,,,
"LINESTRING (-59.4941569 13.0998086,-59.4938006 13.1001252)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4933355 13.099902,-59.4931124 13.0997062)",residential,,,,,,,,,,,
"LINESTRING (-59.4922867 13.0998853,-59.4918089 13.0993378)",residential,,,,,,,,,,,
"LINESTRING (-59.4936355 13.0997898,-59.4933906 13.0999527)",residential,,,,,,,,,,,
"LINESTRING (-59.4938006 13.1001252,-59.4936972 13.1001385,-59.4935864 13.1001061,-59.4934348 13.0999933,-59.4933906 13.0999527,-59.4933355 13.099902)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4735283 13.0996007,-59.4756201 13.0998558)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.4464077 13.1140381,-59.4465952 13.1142451,-59.4467991 13.1144438,-59.4468097 13.1144541,-59.4470157 13.1147132,-59.4472303 13.1149222,-59.447402 13.1151061,-59.4475736 13.1151981,-59.447711 13.1152148,-59.4478483 13.1151563,-59.4480028 13.1150392,-59.448183 13.1148888,-59.4483719 13.1147049,-59.4485779 13.114521,-59.4487066 13.1143371,-59.4488182 13.1141699,-59.4489898 13.1139442,-59.4491443 13.1137519,-59.4492988 13.1136015)",tertiary,,Diamond Valley Main Road,asphalt,60,,,,,,,
"LINESTRING (-59.451758 13.1175298,-59.4506151 13.1184279)",residential,,,,,,,,,,,
"LINESTRING (-59.4509732 13.1188668,-59.4506151 13.1184279,-59.4503818 13.1181797)",residential,,,,,,,,,,,
"LINESTRING (-59.4510729 13.1206495,-59.4504932 13.1211417)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4509675 13.1233185,-59.4506214 13.1229583,-59.4502421 13.1225244,-59.4494281 13.1215839,-59.4481467 13.1201091,-59.4478965 13.1198212,-59.4473398 13.1192207,-59.4470638 13.1189229,-59.4464082 13.1182143,-59.445711 13.1174593,-59.4446663 13.116273,-59.4440252 13.115545)",tertiary,,Union Road,asphalt,60,,,,,,,
"LINESTRING (-59.4500587 13.1246718,-59.4495929 13.1242429,-59.4495286 13.1242246,-59.4494749 13.124256,-59.448885 13.124912,-59.4487185 13.1250971,-59.4483849 13.1254357,-59.4483648 13.1254762,-59.4483628 13.1255075,-59.4483674 13.125535,-59.449009 13.126281)",residential,,Jessamy Lane,,,,,,,,,
"LINESTRING (-59.448765 13.1266451,-59.4488962 13.1264578,-59.449009 13.126281,-59.4500587 13.1246718,-59.4502348 13.1244033)",primary,,Highway 5,asphalt,60,H5,,,2,,,
"LINESTRING (-59.4261271 13.1367946,-59.4260781 13.1367632,-59.4260352 13.1367149,-59.4259561 13.1365993)",service,,,,,,,,,,,
"LINESTRING (-59.4492673 13.1317864,-59.4493711 13.1315032,-59.4493738 13.1314222,-59.4493496 13.1313778,-59.4480406 13.1302263,-59.4477788 13.1299961,-59.4472709 13.1295494,-59.4479093 13.1285019)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4511772 13.1302045,-59.4504549 13.1312614,-59.4497214 13.1323055)",service,,,,,,,,,,,
"LINESTRING (-59.4258596 13.1388179,-59.4270077 13.1376626)",residential,,Ocean Drive,,,,,,,,,
"LINESTRING (-59.424735 13.1399231,-59.4253766 13.1391751)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4252018 13.1403655,-59.424735 13.1399231,-59.424407 13.1396311,-59.4243641 13.1395475,-59.4243641 13.1394389,-59.4243985 13.1393386,-59.4244585 13.1392383,-59.4248402 13.1388783,-59.4248745 13.1387947,-59.4248745 13.1386777,-59.4248488 13.1385774,-59.4247629 13.1384688,-59.4246291 13.138352,-59.4245875 13.1382488,-59.4245821 13.1381665,-59.4246116 13.1380529)",residential,,Coral Cliffs,,,,,,,,,
"LINESTRING (-59.428284 13.1389112,-59.4280852 13.1391204,-59.4279002 13.1392667,-59.4278318 13.1393503,-59.4277473 13.1394952,-59.4276762 13.1396128,-59.427593 13.1397656,-59.4275434 13.1398348,-59.427463 13.1398805,-59.4273128 13.1399667,-59.4271854 13.1400738)",residential,,,,,,,,,,,
"LINESTRING (-59.4274536 13.1380759,-59.4252018 13.1403655,-59.4250951 13.1404848)",residential,,Coral Cliffs,,,,,,,,,
"LINESTRING (-59.4497214 13.1323055,-59.4493988 13.132816,-59.4490938 13.1332603,-59.448872 13.1336506,-59.44955 13.1342617,-59.450536 13.1350903,-59.4511704 13.1357811,-59.4517453 13.1364093)",service,yes,,,,,,,,,,
"LINESTRING (-59.4313288 13.1416554,-59.4302138 13.1407269,-59.42981 13.140347,-59.4293582 13.1399177,-59.4291924 13.1397523,-59.4284522 13.1390767,-59.428284 13.1389112,-59.4282339 13.138862,-59.4274536 13.1380759,-59.4270077 13.1376626,-59.4268221 13.1374776,-59.4267277 13.1373104,-59.4266093 13.1370098,-59.4265004 13.1369302,-59.4263837 13.1368794,-59.4261271 13.1367946)",unclassified,,Bottom Bay Road,asphalt,60,,,,,,,
"LINESTRING (-59.4458795 13.1380243,-59.4451197 13.1372758,-59.4450329 13.1371903,-59.4450231 13.1370945,-59.4457345 13.1361598,-59.446645 13.1350118,-59.447056 13.134463,-59.4479051 13.1333677,-59.4488476 13.1321143,-59.4490601 13.1318732,-59.4491279 13.1317981,-59.4491641 13.1317727,-59.4492003 13.1317635,-59.4492345 13.1317675,-59.4492673 13.1317864,-59.4494971 13.1320355,-59.4497214 13.1323055)",service,yes,,,,,,,,,,
"LINESTRING (-59.4499295 13.1382311,-59.4502705 13.1385836,-59.4499747 13.1389951,-59.449825 13.1391747,-59.4494979 13.1396967,-59.4501418 13.1404965,-59.4509987 13.1414804)",service,yes,,,,,,,,,,
"LINESTRING (-59.4482693 13.1423998,-59.4481921 13.142241,-59.4481234 13.1420822,-59.448029 13.141915,-59.4479346 13.141798,-59.4472651 13.1409789)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4517558 13.1446483,-59.4516136 13.1444407)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4508043 13.144696,-59.4508992 13.144831)",service,yes,,,,,,,,,,
"LINESTRING (-59.450176 13.1450467,-59.4502619 13.1450258,-59.4503639 13.145151)",service,yes,,,,,,,,,,
"LINESTRING (-59.4486954 13.1444511,-59.4475671 13.14286)",residential,,Hibiscus Avenue,,,,,,,,,
"LINESTRING (-59.4472685 13.1475228,-59.4470432 13.1471362,-59.4468028 13.1467846)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.442501 13.1449215,-59.4422779 13.1446457,-59.4420633 13.144395,-59.441823 13.1441442,-59.4415741 13.1438768,-59.4413166 13.1435926,-59.4410934 13.1433586,-59.4408874 13.1430994,-59.4408679 13.1430394,-59.4408359 13.1429406,-59.4408188 13.1427317,-59.4407501 13.1424977,-59.4406299 13.1423054,-59.4404411 13.142155,-59.4402008 13.1420714,-59.4399261 13.1420045,-59.4397201 13.1419794,-59.4396882 13.1419647,-59.4395056 13.1418624,-59.4393339 13.1417203,-59.4391365 13.1415197,-59.4389133 13.1412857,-59.4387297 13.1411243,-59.4385614 13.1409764,-59.4383297 13.1407341,-59.438055 13.1404917,-59.4378147 13.1402493,-59.43754 13.1399818,-59.4371624 13.1396558,-59.4368791 13.1393884,-59.4366216 13.1391627,-59.4363556 13.1389119,-59.4360294 13.1386445,-59.4357977 13.1384188,-59.4354336 13.1381139,-59.4353209 13.1380652)",tertiary,,River Road,asphalt,60,,,,,,,
"LINESTRING (-59.4452581 13.1468559,-59.4443812 13.1472543)",service,yes,,,,,,,,,,
"LINESTRING (-59.4443812 13.1472543,-59.4442091 13.1470027,-59.4439773 13.1467603,-59.4437198 13.146426,-59.4434023 13.1460332,-59.4431448 13.1457824,-59.4429302 13.1455651,-59.4427414 13.1452809,-59.442501 13.1449215)",service,yes,,,,,,,,,,
"LINESTRING (-59.4486906 13.1550971,-59.4484395 13.154658,-59.4485405 13.1543394,-59.4488293 13.1538592,-59.4489893 13.1535596,-59.4491222 13.153342,-59.4491548 13.1532541,-59.4491026 13.153088,-59.4488903 13.1528101,-59.4487337 13.1525559)",service,yes,,,,,,,,,,
"LINESTRING (-59.4484395 13.154658,-59.4478381 13.1542062,-59.447405 13.1541056,-59.4470408 13.1536383,-59.4464526 13.1528618,-59.4460317 13.1525263,-59.4456724 13.1522124,-59.4455666 13.1521525,-59.4452713 13.152059,-59.4450055 13.1519512,-59.4448874 13.1518625,-59.4445847 13.151642,-59.4443804 13.1514599,-59.4442647 13.1513089,-59.4441589 13.1510741)",service,yes,,,,,,,,,,
"LINESTRING (-59.4451638 13.1582059,-59.4477901 13.1569941,-59.4479532 13.1569941,-59.4481335 13.1570526,-59.4482965 13.1570693)",service,yes,,,,,,,,,,
"LINESTRING (-59.4449693 13.1578242,-59.4440737 13.1583062)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.4445924 13.1571298,-59.4436445 13.1575373)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.4460379 13.1599014,-59.4451638 13.1582059,-59.4449954 13.1578764,-59.4449693 13.1578242,-59.4445924 13.1571298,-59.4444506 13.1568453,-59.4437985 13.1556875,-59.4437423 13.1555697,-59.443683 13.1555051,-59.4436011 13.1554594,-59.4434286 13.1555226,-59.4432788 13.1555697,-59.4430471 13.1555864,-59.4427123 13.1556476,-59.4425578 13.1557029,-59.4423948 13.1558121,-59.442266 13.1559792,-59.4419914 13.1564389,-59.4417854 13.1567565,-59.4416223 13.1569822,-59.4414163 13.1571493,-59.4412155 13.1573451,-59.4411331 13.1573165)",secondary,,St. Catherine Road,asphalt,60,,,,,,,
"LINESTRING (-59.4419966 13.1598023,-59.4424343 13.1594178,-59.4423914 13.1593593)",service,yes,,,,,driveway,,,,,
"LINESTRING (-59.4399827 13.1566551,-59.4399109 13.1567266,-59.4395933 13.156852,-59.4394302 13.1570108,-59.438735 13.157763)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4387131 13.1561158,-59.438529 13.1563422,-59.4382801 13.1565595,-59.4378853 13.1568269)",service,yes,,,,,driveway,,,,,
