WKT,highway,noname,name,maxspeed,ref,surface,source_1,oneway,service,lanes
"LINESTRING (-59.5956431 13.1260935,-59.5953063 13.125956,-59.5949302 13.125717,-59.5943605 13.1251012,-59.5940061 13.1246339,-59.5937662 13.12418,-59.5936163 13.1240234)",track,,,,,,,,,
"LINESTRING (-59.5836702 13.1137211,-59.5837515 13.113862,-59.5838257 13.113951,-59.5838937 13.1140236,-59.5870521 13.1175502,-59.5870957 13.1176237,-59.5878803 13.1185084,-59.5883574 13.1190531,-59.5889053 13.1195896,-59.5904355 13.1212598,-59.5919791 13.122959,-59.5950711 13.1263734)",trunk,,Errol Barrow Highway,80,ABC,asphalt,,yes,,2
"LINESTRING (-59.5946492 13.1264828,-59.5941373 13.1262715)",residential,,,,,,,,,
"LINESTRING (-59.5950711 13.1263734,-59.5951575 13.1264528,-59.5952172 13.1264933,-59.5952907 13.1265341)",trunk,,Errol Barrow Highway,,ABC,asphalt,,yes,,
"LINESTRING (-59.5953321 13.1265297,-59.5953999 13.1264617,-59.5954553 13.1263993,-59.5955956 13.1262095)",primary,,Highway 3,,H3,asphalt,,yes,,2
"LINESTRING (-59.5951006 13.1267226,-59.5950301 13.1265638,-59.5949535 13.1264393,-59.5945626 13.1259755,-59.5931391 13.1243957,-59.5917041 13.1228114,-59.5903295 13.1213029,-59.5896532 13.1205589,-59.5889629 13.1198276,-59.5870002 13.1176106,-59.58372 13.1140251,-59.5836528 13.113968,-59.5835139 13.1138911)",trunk,,Errol Barrow Highway,,ABC,asphalt,,yes,,2
"LINESTRING (-59.5950976 13.1267828,-59.5951006 13.1267226,-59.5951237 13.1266564,-59.5951658 13.1265998,-59.5952232 13.1265578,-59.5952907 13.1265341,-59.5953321 13.1265297,-59.5953922 13.1265358,-59.5954489 13.1265562,-59.5954985 13.1265897,-59.595538 13.1266343,-59.5955708 13.1267058,-59.5955775 13.1267839,-59.5955574 13.1268598,-59.5955137 13.126924,-59.5954511 13.1269709,-59.5953999 13.1269906,-59.5953456 13.1269985,-59.5952657 13.1269879,-59.5951938 13.1269522,-59.5951381 13.1268955,-59.5951104 13.1268417,-59.5950976 13.1267828)",trunk,,Clyde Walcott Roundabout,,,asphalt,,yes,,2
"LINESTRING (-59.5951713 13.1271181,-59.5941145 13.1269432)",residential,,Clarkes Road,,,asphalt,,,,
"LINESTRING (-59.5951713 13.1271181,-59.5951381 13.1268955)",primary,,Highway 3,,H3,asphalt,,yes,,2
"LINESTRING (-59.5953456 13.1269985,-59.5951713 13.1271181)",primary,,Highway 3,,H3,asphalt,,yes,,2
"LINESTRING (-59.5947985 13.1278823,-59.5946304 13.1278307,-59.5945044 13.1278019,-59.5944293 13.1277758,-59.5943139 13.1275773)",residential,,,,,,,,,
"LINESTRING (-59.5953828 13.1279129,-59.594846 13.1277861)",residential,,,,,,,,,
"LINESTRING (-59.5947385 13.1280038,-59.5948072 13.1280383,-59.595235 13.1281584)",service,,,,,,,,driveway,
"LINESTRING (-59.594544 13.1284163,-59.5939552 13.1283113,-59.5933275 13.1282159,-59.5930843 13.1281854,-59.5926236 13.1281275,-59.5925293 13.1281157,-59.592319 13.1280893,-59.5922788 13.1280971,-59.5922573 13.1281219)",residential,yes,,,,,,,,
"LINESTRING (-59.5951713 13.1271181,-59.5950814 13.1272908,-59.594984 13.1275064,-59.594846 13.1277861,-59.5947985 13.1278823,-59.5947385 13.1280038,-59.594544 13.1284163,-59.5944901 13.1285306,-59.5943334 13.128882,-59.5942138 13.1291393,-59.593936 13.1297516,-59.5936679 13.1302692,-59.5936439 13.1303377)",primary,,Highway 3,,H3,asphalt,,,,2
"LINESTRING (-59.5936679 13.1302692,-59.5940901 13.1303329,-59.5948398 13.1304024,-59.5953267 13.1304642,-59.5958563 13.1305314)",residential,yes,,,,,,,,
"LINESTRING (-59.5942227 13.1310958,-59.5938915 13.1310266,-59.5938298 13.1310344,-59.5937761 13.1310514,-59.5937319 13.1310892,-59.5936756 13.1311154,-59.5934928 13.1310928)",residential,,,,,,,,,
"LINESTRING (-59.5953267 13.1304642,-59.5950687 13.1315058,-59.5950848 13.1317461,-59.5950472 13.1320387,-59.5949775 13.1322111,-59.5948931 13.1323562)",track,,,,,,,,,
"LINESTRING (-59.594364 13.1322218,-59.5939619 13.1333511)",residential,yes,,,,,,,,
"LINESTRING (-59.5936439 13.1303377,-59.593577 13.1306125,-59.5935242 13.1308525,-59.5934928 13.1310928,-59.593443 13.1314729,-59.5934337 13.1318105,-59.5934309 13.1318973,-59.5934202 13.1319946,-59.5934001 13.1322419,-59.5933691 13.1323587,-59.5933222 13.1324971,-59.5931868 13.1327998,-59.5929967 13.1331695,-59.5929022 13.1333614,-59.5928466 13.133452,-59.5927804 13.1336112,-59.5927058 13.1337906,-59.5926333 13.1340383,-59.5925835 13.1342597,-59.5925633 13.1344423,-59.5925532 13.1346049,-59.592548 13.1347228,-59.5925431 13.1348345,-59.5925158 13.1351623,-59.5924817 13.135485,-59.5924851 13.1356969,-59.5925345 13.1359298,-59.592562 13.1361314,-59.5926021 13.1363568,-59.5926877 13.1367806,-59.5927935 13.1373724,-59.5928167 13.1374949,-59.5928769 13.1377949,-59.5929312 13.1379448,-59.5930004 13.1380902,-59.593167 13.1383736,-59.5933532 13.1386771,-59.5936318 13.1391376,-59.5939516 13.139609,-59.5939652 13.1396289,-59.5941018 13.1398483,-59.5941253 13.139886,-59.5942326 13.1401239,-59.5943007 13.1403242,-59.5943311 13.1404215,-59.5943442 13.1405251,-59.5943353 13.1407918,-59.5943191 13.1409419,-59.5943013 13.1410601,-59.5942136 13.1413855,-59.5941374 13.141644,-59.594052 13.1419345,-59.5940405 13.1419738,-59.5939183 13.1423791,-59.5937524 13.1429242,-59.5936793 13.1431333,-59.5936017 13.1433089,-59.5933939 13.1435995,-59.5931994 13.1438012,-59.5929686 13.1441036,-59.5927735 13.1443699,-59.5925465 13.1446851,-59.5923268 13.1449396,-59.5919775 13.1453264,-59.5917264 13.1456404,-59.5914346 13.1461168,-59.5912098 13.146507,-59.591024 13.1470249,-59.5909709 13.1472205,-59.5909471 13.1474731,-59.590985 13.1480476,-59.5910211 13.1483767,-59.5910227 13.1485899,-59.5910131 13.1487749,-59.5909653 13.1489249,-59.5908928 13.1491259,-59.5908218 13.1492992,-59.5907481 13.1494148,-59.5906355 13.1495395,-59.5902436 13.1497815,-59.5901146 13.1498689,-59.5898354 13.1501604,-59.5896758 13.1502959,-59.5895334 13.1504006,-59.5892819 13.1505924,-59.5891459 13.1506961,-59.588993 13.1508568,-59.5888337 13.1510519,-59.5886344 13.1513603,-59.58849 13.1516175,-59.5884396 13.1517073,-59.5882587 13.1520751,-59.5881718 13.1522477,-59.5880619 13.1523648,-59.5878166 13.1524925,-59.5877876 13.1525051,-59.5875753 13.1525971,-59.5871172 13.1528084,-59.587017 13.1528838,-59.5869381 13.1529514,-59.5868562 13.1530393,-59.5868238 13.1530809,-59.5867904 13.1531238,-59.5866234 13.1533658,-59.5864606 13.1535589,-59.5861431 13.153897,-59.5856335 13.1543256,-59.5852033 13.1547144,-59.5851572 13.1547665,-59.5850564 13.1548848,-59.5850082 13.1549552,-59.5849758 13.1550196,-59.5848894 13.1552603,-59.5848469 13.1553311,-59.5847749 13.1553868,-59.583584 13.1559408,-59.583237 13.1560909,-59.5825175 13.1564022,-59.5820703 13.1565956,-59.581937 13.1566899,-59.5818814 13.1567529,-59.5818316 13.1568248,-59.5816734 13.1572367,-59.5816106 13.1574286,-59.5815539 13.1576535,-59.5815454 13.157719,-59.5815314 13.1578267,-59.5815382 13.1581443,-59.5815302 13.1582697,-59.5815187 13.1583543,-59.5814721 13.1584529,-59.5814032 13.1585367,-59.5812343 13.1586807,-59.5805528 13.1591698,-59.5804589 13.1592785,-59.5802702 13.1595256,-59.580186 13.1596167,-59.5800227 13.1597577,-59.5795003 13.1600954,-59.57945 13.1601363,-59.5789725 13.1605238,-59.578459 13.1609401,-59.5781569 13.1611852,-59.5778732 13.1613877,-59.5776601 13.1615151,-59.5775961 13.1615489)",primary,,Highway E,60,HE,asphalt,,,,
"LINESTRING (-59.5929804 13.1256523,-59.5922372 13.1249373,-59.5919462 13.1246895)",residential,,Hothersal Crescent,,,,,,,
"LINESTRING (-59.5935763 13.1257671,-59.5935786 13.1255627,-59.5935421 13.1254732,-59.5930607 13.1249429,-59.5929429 13.1248605,-59.5923936 13.1247937,-59.5923425 13.1248189,-59.5922372 13.1249373)",residential,yes,,,,,,,,
"LINESTRING (-59.5941502 13.1258916,-59.5935763 13.1257671,-59.5930432 13.1256743,-59.5929804 13.1256523)",residential,,Hothersal Crescent,,,,,,,
"LINESTRING (-59.5938725 13.1268953,-59.5934187 13.1268054,-59.5933977 13.1267753,-59.5934325 13.1262137)",residential,,Clarkes Road,,,,,,,
"LINESTRING (-59.5941145 13.1269432,-59.5938725 13.1268953)",residential,,Clarkes Road,,,,,,,
"LINESTRING (-59.5941145 13.1269432,-59.5941373 13.1262715,-59.5941502 13.1258916)",residential,,Hothersal Crescent,,,,,,,
"LINESTRING (-59.5922788 13.1280971,-59.5923593 13.1272547)",residential,,,,,,,,,
"LINESTRING (-59.5926236 13.1281275,-59.5927227 13.1271463,-59.5927683 13.1265024,-59.5928099 13.1261824)",residential,,,,,,,,,
"LINESTRING (-59.5920736 13.1272651,-59.5918081 13.1281376,-59.5916976 13.1284699)",residential,,,,,,,,,
"LINESTRING (-59.5921144 13.1285349,-59.5916976 13.1284699,-59.5899904 13.1282035)",residential,yes,,,,,,,,
"LINESTRING (-59.5922573 13.1281219,-59.5922064 13.1284994,-59.5921688 13.128532,-59.5921144 13.1285349)",residential,yes,,,,,,,,
"LINESTRING (-59.5925293 13.1281157,-59.5924589 13.1287161)",residential,yes,,,,,,,,
"LINESTRING (-59.5930843 13.1281854,-59.5930141 13.1287684)",residential,yes,,,,,,,,
"LINESTRING (-59.5916944 13.1298389,-59.5918661 13.1297087,-59.592078 13.1296669,-59.5922819 13.1297061)",service,,,,,,,,driveway,
"LINESTRING (-59.5918627 13.1300519,-59.591803 13.1299529,-59.5916944 13.1298389,-59.5910999 13.1292556,-59.59014 13.1283091,-59.5899904 13.1282035)",residential,yes,,,,,,,,
"LINESTRING (-59.5931833 13.1302615,-59.5931107 13.130636)",track,,,,,,,,,
"LINESTRING (-59.5927961 13.130195,-59.5926882 13.1307875)",track,,,,,,,,,
"LINESTRING (-59.5940953 13.1306935,-59.593577 13.1306125)",residential,,,,,,,,,
"LINESTRING (-59.5903624 13.1307928,-59.5906482 13.1305907,-59.5909308 13.1303735,-59.5912457 13.1301773,-59.5914431 13.1300937,-59.5915171 13.1300653,-59.591615 13.1300522,-59.5918627 13.1300519,-59.5919805 13.13007,-59.5921968 13.1301052,-59.5925173 13.1301567,-59.5927022 13.1301789,-59.5927961 13.130195,-59.5931833 13.1302615,-59.5932041 13.1302651,-59.5936439 13.1303377)",secondary,,Highway 3,60,H3,asphalt,,no,,2
"LINESTRING (-59.5919805 13.13007,-59.5916898 13.1315224)",residential,,Brownes Road,,,,,,,
"LINESTRING (-59.5916898 13.1315224,-59.5934337 13.1318105)",residential,,Brownes Road,,,,,,,
"LINESTRING (-59.5922238 13.1322908,-59.5918762 13.1325382)",residential,,,,,,,,,
"LINESTRING (-59.5936085 13.1326944,-59.5936246 13.1324188,-59.5935991 13.1323835,-59.5935374 13.1323692,-59.5933691 13.1323587)",residential,,,,,,,,,
"LINESTRING (-59.5916898 13.1315224,-59.5916211 13.1319153,-59.5916125 13.132141,-59.5917155 13.1323332,-59.5918762 13.1325382,-59.5918937 13.1325605,-59.5920119 13.1326996,-59.5921423 13.1328306,-59.5922418 13.1329254,-59.5929967 13.1331695)",residential,yes,,,,,,,,
"LINESTRING (-59.5928466 13.133452,-59.5919908 13.1332305)",residential,,,,,,,,,
"LINESTRING (-59.5935077 13.1334727,-59.5930719 13.1333966,-59.5929022 13.1333614)",service,,,,,,,,driveway,
"LINESTRING (-59.536219 13.1534652,-59.5339201 13.1533311,-59.5332789 13.1532649,-59.5330357 13.1532531)",residential,yes,,,,,,,,
"LINESTRING (-59.5356794 13.1544096,-59.5339226 13.1542763)",service,,,,,,,,driveway,
"LINESTRING (-59.5337989 13.1551188,-59.5333176 13.1550848)",residential,,,,,,,,,
"LINESTRING (-59.537501 13.1552593,-59.5361788 13.1554647)",residential,,,,,,,,,
"LINESTRING (-59.5351984 13.1560639,-59.5339972 13.1549541,-59.5339575 13.1549041,-59.5339325 13.1548417)",residential,,Rock Hall,40,,,,,,
"LINESTRING (-59.5375428 13.1555978,-59.537501 13.1552593,-59.537315 13.1537533,-59.5372433 13.1533895)",residential,,,,,,,,,
"LINESTRING (-59.5383968 13.1555382,-59.5383425 13.1551558,-59.5383295 13.1548766,-59.5383403 13.1547243,-59.538386 13.1546058,-59.5384707 13.1544937,-59.5386705 13.1540791)",track,,,,,,,,,
"LINESTRING (-59.5364081 13.1561731,-59.5361674 13.1562017)",service,,,,,,,,driveway,
"LINESTRING (-59.5467519 13.1538983,-59.5467609 13.1542517,-59.5467452 13.1543006,-59.546724 13.1543256)",residential,,,,,,,,,
"LINESTRING (-59.5352268 13.1572482,-59.5345975 13.1572357)",residential,yes,,,,,,,,
"LINESTRING (-59.5491888 13.1540712,-59.549022 13.1541482,-59.5490015 13.1542451)",residential,yes,,,,,,,,
"LINESTRING (-59.5352014 13.1578288,-59.5347059 13.1578265)",residential,,,,,,,,,
"LINESTRING (-59.5376787 13.1555879,-59.5378662 13.1572516)",residential,,,,,,,,,
"LINESTRING (-59.5369044 13.1574817,-59.5365214 13.1574719)",service,,,,,,,,driveway,
"LINESTRING (-59.5459344 13.1534283,-59.5460994 13.1536777,-59.546262 13.1539426,-59.5462852 13.1539983,-59.5462941 13.1540494,-59.5462341 13.1543394,-59.5462297 13.1546328,-59.5462002 13.1549554,-59.5461686 13.1555661)",residential,,Hill View Drive,,,,,,,
"LINESTRING (-59.5466739 13.1533074,-59.5460994 13.1536777,-59.5457505 13.1539164,-59.5456565 13.1540157,-59.5456033 13.1541012,-59.5455839 13.1542936,-59.5455501 13.1549058,-59.5455152 13.1555389)",residential,yes,,,,,,,,
"LINESTRING (-59.5351858 13.1581847,-59.5352014 13.1578288,-59.5352268 13.1572482,-59.5352414 13.1569136,-59.5352268 13.1565545,-59.5351984 13.1560639)",residential,,Rock Hall,40,,,,,,
"LINESTRING (-59.5361194 13.1580707,-59.5361077 13.1574095,-59.5361713 13.157245,-59.5364418 13.1566929)",residential,yes,,,,,,,,
"LINESTRING (-59.5369598 13.1579608,-59.5365843 13.1579548)",service,,,,,,,,driveway,
"LINESTRING (-59.5365994 13.1580707,-59.5365843 13.1579548,-59.5365214 13.1574719,-59.5364418 13.1566929,-59.5364331 13.1565544,-59.5364081 13.1561731,-59.5363856 13.1558313)",residential,yes,,,,,,,,
"LINESTRING (-59.5404487 13.1572838,-59.5392306 13.1572341)",residential,yes,,,,,,,,
"LINESTRING (-59.5519696 13.1552904,-59.5519303 13.1551395,-59.5519097 13.1550285,-59.5518983 13.154913,-59.5518846 13.1548308,-59.551855 13.1547975,-59.5517866 13.154782,-59.5509838 13.1546776,-59.550758 13.154611,-59.5505778 13.154491,-59.5503543 13.1543489,-59.550254 13.1542867,-59.5501057 13.1542001)",service,,,,,,,,driveway,
"LINESTRING (-59.5480123 13.1542365,-59.5490015 13.1542451,-59.5489531 13.1557127,-59.5489336 13.1563066)",residential,yes,,,,,,,,
"LINESTRING (-59.5429023 13.1576647,-59.5423435 13.1576325,-59.5413667 13.1577655,-59.5412903 13.1577642,-59.5406648 13.1577532,-59.5403043 13.1577468)",residential,yes,,,,,,,,
"LINESTRING (-59.5460084 13.1573875,-59.5461864 13.1567376,-59.5463284 13.1562192)",residential,yes,,,,,,,,
"LINESTRING (-59.5460084 13.1573875,-59.545936 13.1576192)",residential,yes,,,,,,,,
"LINESTRING (-59.5469446 13.1575372,-59.5467948 13.1574983,-59.5465113 13.1575064,-59.5460084 13.1573875)",residential,yes,,,,,,,,
"LINESTRING (-59.5330789 13.1580076,-59.5331947 13.1562837)",residential,,Logan Road,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5704954 13.1435679,-59.5704169 13.1442589)",residential,yes,,,,,,,,
"LINESTRING (-59.5708606 13.1450061,-59.5704777 13.1450099)",residential,yes,,,,,,,,
"LINESTRING (-59.5726533 13.1449766,-59.5726953 13.1448687,-59.5727756 13.1444534,-59.5728924 13.1438809)",residential,yes,,,,,,,,
"LINESTRING (-59.5733106 13.1450562,-59.573142 13.1449782,-59.5727824 13.1448141)",residential,yes,,,,,,,,
"LINESTRING (-59.5714682 13.1454953,-59.5712175 13.1455038,-59.5709765 13.1454498,-59.5707005 13.1453457,-59.5706123 13.1452689,-59.5705184 13.1451468)",residential,,Flat Rock Tenantry,40,,,,,,
"LINESTRING (-59.5723218 13.1444834,-59.5720221 13.1445719,-59.5718106 13.1446446,-59.5717507 13.144685,-59.5717102 13.1447345,-59.5716534 13.1448848,-59.5714682 13.1454953)",residential,,Flat Rock Tenantry,40,,,,,,
"LINESTRING (-59.5726468 13.1455963,-59.5719326 13.1453893)",residential,yes,,,,,,,,
"LINESTRING (-59.5729061 13.1455206,-59.573142 13.1449782)",residential,yes,,,,,,,,
"LINESTRING (-59.5726748 13.1454239,-59.5729061 13.1455206,-59.5729837 13.1455564,-59.573035 13.1455973,-59.5733156 13.1458209,-59.5738815 13.1464087)",residential,yes,,,,,,,,
"LINESTRING (-59.5714682 13.1454953,-59.57133 13.1464718,-59.5712308 13.1469301,-59.5712103 13.1469625)",residential,yes,,,,,,,,
"LINESTRING (-59.573035 13.1455973,-59.572955 13.1459649,-59.5729384 13.1461706,-59.5729988 13.1463499,-59.5735103 13.1468936)",residential,yes,,,,,,,,
"LINESTRING (-59.5726136 13.1463571,-59.5723527 13.1464252,-59.5722706 13.1464952,-59.5722291 13.1465849,-59.5721555 13.1469733,-59.571943 13.1474167,-59.5719223 13.1476202,-59.5719368 13.1477915,-59.5720961 13.1481523)",residential,yes,,,,,,,,
"LINESTRING (-59.5740303 13.14974,-59.5740551 13.149636,-59.5740856 13.1495594,-59.574193 13.1493301,-59.5742576 13.1491704,-59.5743018 13.1489986,-59.5743157 13.1489084,-59.5743111 13.1488216,-59.57429 13.1487257,-59.5742392 13.1486373,-59.5740355 13.1484339,-59.5737079 13.1482128,-59.573531 13.1480995,-59.5734721 13.1480307,-59.5734342 13.1479168,-59.5734235 13.1477308,-59.5734235 13.14748,-59.5734123 13.1473806,-59.573372 13.1472878,-59.5732518 13.147129,-59.5731059 13.1469869,-59.5729257 13.1467947,-59.5727626 13.1466108,-59.5726954 13.1465172,-59.5726424 13.1464269,-59.5726136 13.1463571)",tertiary,,Flat Rock Road,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.574033 13.1501378,-59.573602 13.1503225)",residential,,,,,,,,,
"LINESTRING (-59.575032 13.1491947,-59.574991 13.1492172,-59.5749614 13.1492486,-59.5744994 13.1499568,-59.5744134 13.1500344,-59.5743263 13.1500958,-59.5740582 13.1501942)",residential,,Locus Hall Terrace,,,,,,,
"LINESTRING (-59.574587 13.1510623,-59.574458 13.1509363,-59.5743188 13.1507593,-59.5740582 13.1501942,-59.574033 13.1501378,-59.5738978 13.1498358)",residential,yes,,,,,,,,
"LINESTRING (-59.5708754 13.1524643,-59.5704636 13.1524977)",residential,yes,,,,,,,,
"LINESTRING (-59.574783 13.1516011,-59.5749016 13.151455,-59.5749999 13.1513202,-59.5750624 13.1512984,-59.5751406 13.1513071,-59.5764471 13.152003,-59.5770679 13.1523488,-59.577633 13.152612)",track,,,,,,,,,
"LINESTRING (-59.5752032 13.1558275,-59.5748159 13.1558285,-59.5747276 13.1558374,-59.5746723 13.1558552,-59.5745525 13.1559229,-59.574459 13.1559673,-59.5743929 13.1559829,-59.5740462 13.155984)",residential,,,,,,,,,
"LINESTRING (-59.5723041 13.1616147,-59.5726656 13.1632388)",track,yes,,,,unpaved,,,,
"LINESTRING (-59.5742087 13.164292,-59.5734059 13.1613897,-59.573351 13.1611117)",track,yes,,,,,,,,
"LINESTRING (-59.5726656 13.1632388,-59.5727281 13.163498,-59.5728139 13.1636234,-59.5728139 13.1638323,-59.5730285 13.1646472)",track,yes,,,,,,,,
"LINESTRING (-59.5742674 13.1648404,-59.5744385 13.1648626,-59.5745274 13.1649337,-59.5746187 13.1650558,-59.574719 13.165158,-59.5747943 13.1652712,-59.5748239 13.1654045,-59.574849 13.1655377,-59.5748855 13.1656221,-59.5750414 13.1657567)",service,,,,,,,,,
"LINESTRING (-59.5722209 13.1676322,-59.5712005 13.1675852)",service,,,,,,,,,
"LINESTRING (-59.5775961 13.1615489,-59.5774886 13.1617555,-59.5773748 13.1619273,-59.5773127 13.1620334,-59.5772671 13.1621426,-59.5772175 13.162276,-59.5771964 13.1623576,-59.5771899 13.1624434,-59.5772348 13.1629178,-59.5772203 13.1629872,-59.577189 13.1630527,-59.5771318 13.1631685,-59.5769631 13.1634583,-59.576604 13.1639565,-59.5761592 13.1646005,-59.576075 13.164744,-59.5759437 13.1649703,-59.5758508 13.1651391,-59.5757414 13.1652723,-59.5756854 13.1653356,-59.5756142 13.1653934,-59.5754642 13.1655022,-59.5752923 13.1656119,-59.5750414 13.1657567,-59.5749073 13.165834,-59.5740987 13.1665148,-59.5739043 13.1666625,-59.5736722 13.1668002,-59.5732527 13.1670277,-59.57313 13.1670711,-59.5729971 13.1670989,-59.5725193 13.1671466,-59.5723853 13.1671762,-59.5723255 13.1671999,-59.5722804 13.1672465)",tertiary,,Highway H,,HH,,,,,
"LINESTRING (-59.5721466 13.1689773,-59.5715512 13.1689109,-59.5710198 13.1688332)",service,,,,,,,,,
"LINESTRING (-59.5749073 13.165834,-59.5749756 13.1659052,-59.5750526 13.1659496,-59.5751355 13.1659922,-59.5752459 13.1661118,-59.5753171 13.1662546,-59.5754293 13.1665526,-59.5755036 13.1669045,-59.5755935 13.1672414,-59.575723 13.1677204,-59.5757288 13.1677895,-59.5757214 13.1678583,-59.5757094 13.1679216,-59.5756847 13.167974,-59.5756005 13.1681437,-59.5754637 13.168378,-59.5751989 13.1688147,-59.5751295 13.1689576,-59.5751164 13.1690353,-59.5751111 13.1691303,-59.5751308 13.1694598,-59.5751575 13.1695172,-59.5751945 13.1695683,-59.5752373 13.1696138,-59.5752927 13.1696539,-59.5754137 13.1696988,-59.5755662 13.169718,-59.5756045 13.1697404,-59.5756404 13.1697748,-59.5756725 13.1698557,-59.5756842 13.1702617,-59.5757043 13.1703133,-59.5757368 13.1703571,-59.5757818 13.1703988,-59.5758421 13.1704333,-59.5759636 13.1704644,-59.5761103 13.170531,-59.576328 13.1706424,-59.5765434 13.1707414,-59.5766388 13.170763,-59.5767534 13.1707774,-59.5768486 13.1707697,-59.5769366 13.1707765,-59.5770088 13.1708141)",unclassified,,Jack-in-the-Box Gully,40,,,,,,
"LINESTRING (-59.4832764 13.1623014,-59.4837485 13.1621259,-59.4839212 13.1620623,-59.4840661 13.1620089,-59.4844866 13.1618166,-59.4850106 13.1615251,-59.4853878 13.1613152,-59.4858084 13.1611313,-59.486229 13.1610394,-59.4865731 13.1609763,-59.4876772 13.1607738,-59.4877652 13.1607576,-59.4885866 13.1606069,-59.4887352 13.1605797,-59.4892846 13.1605045,-59.4900227 13.1605129,-59.4902373 13.1605964,-59.4903918 13.1607302,-59.4904261 13.1609558,-59.4903145 13.1612567,-59.4902802 13.1614573,-59.4903574 13.1615826,-59.4904096 13.1615965,-59.4905463 13.1616328,-59.4907523 13.1615408,-59.4910441 13.1613988,-59.4913874 13.1613486,-59.491705 13.1613653,-59.4922286 13.161474,-59.4939452 13.1618417,-59.4959536 13.1622345,-59.4965458 13.1623265,-59.4976101 13.16241,-59.4988547 13.1625354,-59.5000735 13.162644,-59.5012654 13.1628768,-59.5020007 13.163006,-59.5022233 13.1630476,-59.5026222 13.1631038,-59.5030236 13.1631667,-59.5033217 13.1632148,-59.5036389 13.1632651)",primary,,Highway 4,60,H4,asphalt,,,,
