WKT,highway,noname,name,maxspeed,ref,surface,source_1,oneway,service,lanes
"LINESTRING (-59.5866301 13.1470813,-59.5866106 13.147118,-59.5866041 13.1471552,-59.5865976 13.1475054,-59.5865969 13.1477161,-59.5865954 13.148132,-59.5865759 13.1482141,-59.5865131 13.1483324,-59.5865089 13.1484664,-59.5865304 13.1485793)",service,yes,,,,,,,,
"LINESTRING (-59.5866301 13.1470813,-59.5865134 13.1471398,-59.5864062 13.1472724,-59.5861606 13.1477096,-59.5859886 13.1480271,-59.5859975 13.1481532,-59.5860578 13.1482293)",service,,,,,,,,,
"LINESTRING (-59.5865304 13.1485793,-59.5868987 13.1492308,-59.5873543 13.1499572,-59.5879662 13.1507879,-59.5882364 13.1511946,-59.58849 13.1516175)",track,,,,,,,,,
"LINESTRING (-59.5860578 13.1482293,-59.5861494 13.1482641,-59.5862365 13.1482554,-59.5863191 13.1481815,-59.5864196 13.1480249,-59.5865969 13.1477161)",service,,,,,,,,,
"LINESTRING (-59.5865304 13.1485793,-59.5864699 13.1486893,-59.5863336 13.1488198,-59.5854827 13.149196,-59.5847748 13.1494934,-59.5843125 13.1496875,-59.5836648 13.1500072,-59.5830149 13.1503878)",track,,,,,,,,,
"LINESTRING (-59.5873978 13.1520906,-59.5874972 13.1520764,-59.5875486 13.1520873,-59.5875999 13.1521167,-59.5876323 13.1521504,-59.5877876 13.1525051)",residential,,,,,,,,,
"LINESTRING (-59.5868238 13.1530809,-59.5866374 13.1527838,-59.5857396 13.151144,-59.5847748 13.1494934)",track,,,,,,,,,
"LINESTRING (-59.5878116 13.1554418,-59.5877156 13.1551722,-59.5875824 13.1549268,-59.5875048 13.1548306,-59.587074 13.1541033,-59.5866234 13.1533658)",residential,,Bibby's Lane,40,,,,,,
"LINESTRING (-59.5866894 13.1554574,-59.5875824 13.1549268)",residential,,Bibby's Lane,40,,,,,,
"LINESTRING (-59.5852033 13.1547144,-59.584805 13.1545354,-59.584527 13.1544105)",residential,,,,,,,,,
"LINESTRING (-59.5845491 13.154832,-59.5842647 13.1546459)",residential,,,,,,,,,
"LINESTRING (-59.5869628 13.1559407,-59.5866894 13.1554574,-59.5864861 13.1551168)",residential,,,,,,,,,
"LINESTRING (-59.5855092 13.1556664,-59.5861047 13.1555567)",residential,yes,,,,,,,,
"LINESTRING (-59.584805 13.1545354,-59.5846616 13.1547281,-59.5845491 13.154832,-59.5844814 13.1548947,-59.5842807 13.1550146)",residential,,,,,,,,,
"LINESTRING (-59.5856809 13.1561679,-59.5855092 13.1556664,-59.5854036 13.1554752,-59.5853335 13.1553438,-59.5852736 13.155252,-59.5852448 13.1552306,-59.5852046 13.1552231,-59.5851418 13.155227,-59.5848894 13.1552603)",residential,yes,,,,,,,,
"LINESTRING (-59.5096146 13.1529459,-59.5094815 13.1529722,-59.5092405 13.1529459,-59.5090427 13.1529354,-59.5089084 13.1530034,-59.5088215 13.153093,-59.5087585 13.1532419,-59.5086147 13.1539547,-59.5086111 13.1540212,-59.5083413 13.1541018,-59.5082837 13.1541806,-59.5081877 13.1542077)",service,yes,,,,,,,,
"LINESTRING (-59.5086111 13.1540212,-59.5086866 13.1541228,-59.508719 13.1542384,-59.5086758 13.154368,-59.508478 13.1547066,-59.5084359 13.1549343)",service,yes,,,,,,,,
"LINESTRING (-59.5090758 13.1551368,-59.5085892 13.1553568)",service,,,,,,,,,
"LINESTRING (-59.5093903 13.1561353,-59.5093337 13.1561364,-59.5092676 13.1561093,-59.5090768 13.1559822,-59.5089152 13.155848,-59.5087537 13.1557238,-59.5086832 13.1556852,-59.508614 13.1556676)",primary,,Highway 4,60,H4,asphalt,,,,
"LINESTRING (-59.5089857 13.1591662,-59.5096981 13.1590575,-59.510256 13.1590157,-59.51114 13.1588402,-59.5118782 13.1588235)",track,yes,,,,,,,,
"LINESTRING (-59.5093903 13.1561353,-59.5092689 13.1564332,-59.508917 13.157503,-59.5088312 13.1577621,-59.5088054 13.1580379,-59.5088741 13.1584223,-59.5089857 13.1591662,-59.5091402 13.1604115,-59.509329 13.1616985)",track,yes,,,,,,,,
"LINESTRING (-59.5109598 13.1612472,-59.5109083 13.1608043,-59.5109083 13.1604365,-59.5109598 13.1601273,-59.5111915 13.1598264,-59.511449 13.1595841,-59.5116808 13.1593835,-59.5118868 13.1591411,-59.5118868 13.1589656,-59.5118782 13.1588235,-59.5119039 13.1583722,-59.511964 13.1579877,-59.5118954 13.1575782,-59.5118439 13.1571687,-59.5117562 13.1567668)",track,yes,,,,,,,,
"LINESTRING (-59.509329 13.1616985,-59.5094921 13.161615,-59.5101444 13.1614729,-59.5106937 13.161381,-59.5109598 13.1612472)",track,yes,,,,,,,,
"LINESTRING (-59.5038556 13.1634649,-59.503603 13.1633766)",service,,,,,,,,driveway,
"LINESTRING (-59.5061827 13.1610299,-59.5052091 13.1634703,-59.5036389 13.1632651)",track,yes,,,,,,,,
"LINESTRING (-59.504 13.1643047,-59.5033451 13.1641472)",service,,,,,,,,driveway,
"LINESTRING (-59.5036112 13.164768,-59.5031675 13.164637)",service,,,,,,,,driveway,
"LINESTRING (-59.509329 13.1616985,-59.5091975 13.162068,-59.5090944 13.1621635,-59.5089893 13.1621785,-59.5090085 13.162338,-59.5088863 13.1625593,-59.5087625 13.162902,-59.5084106 13.1630692,-59.5081274 13.1631611,-59.5078871 13.1631862,-59.5077583 13.1632113,-59.5076725 13.1633366,-59.5075952 13.1635539,-59.5075008 13.1637127,-59.5073721 13.1637629,-59.5071317 13.1637211,-59.5068571 13.1636876,-59.506385 13.1636375,-59.5054066 13.1635121,-59.5052091 13.1634703)",track,yes,,,,,,,,
"LINESTRING (-59.50337 13.164988,-59.5032484 13.1649837,-59.5031979 13.1650001,-59.5031571 13.1650324,-59.5031006 13.1651128,-59.5030653 13.1651302,-59.5029922 13.1651446)",service,,,,,,,,driveway,
"LINESTRING (-59.5033657 13.1657241,-59.5031419 13.1657114,-59.5029681 13.1657072,-59.5028164 13.1656685)",service,,,,,,,,driveway,
"LINESTRING (-59.5029084 13.1668791,-59.5028584 13.1670832,-59.5028215 13.1671244,-59.502765 13.1671424,-59.5024502 13.1670728)",service,,,,,,,,driveway,
"LINESTRING (-59.5118157 13.1653565,-59.5117547 13.1649736,-59.511762 13.164934)",service,yes,,,,,,,,
"LINESTRING (-59.5065432 13.1670269,-59.5065303 13.1668637,-59.506552 13.1665813,-59.5066194 13.1657722,-59.5066618 13.1651842)",residential,,,,,,,,,
"LINESTRING (-59.5036389 13.1632651,-59.503603 13.1633766,-59.5034216 13.1639393,-59.5033451 13.1641472,-59.5032413 13.164429,-59.5031675 13.164637,-59.503048 13.1649737,-59.5029922 13.1651446,-59.5028915 13.1654528,-59.5028164 13.1656685,-59.5027221 13.1659393,-59.502544 13.1664682,-59.5024495 13.1667728,-59.5024386 13.1669579,-59.5024502 13.1670728,-59.5024755 13.1673238,-59.5025255 13.1677849,-59.5025431 13.1679967)",tertiary,,Highway 4A,40,H4A,,KG Ground Survey 2015,,,
"LINESTRING (-59.5119242 13.1665803,-59.5118157 13.1653565)",service,yes,,,,,,,,
"LINESTRING (-59.5065673 13.1669896,-59.5065432 13.1670269,-59.5065195 13.1670636,-59.5064858 13.167163,-59.5064475 13.1673551,-59.5064369 13.167786,-59.5064251 13.1682296,-59.506438 13.1683645,-59.5064883 13.1685182,-59.5065988 13.1687434,-59.5066407 13.1688876,-59.5066226 13.1689579)",unclassified,,Cherry Grove Road,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5063217 13.1697739,-59.5059085 13.1697971)",service,,,,,,,,,
"LINESTRING (-59.5058715 13.1690755,-59.506104 13.1692937,-59.5062821 13.1694629,-59.5063125 13.1696173,-59.5063217 13.1697739,-59.5063277 13.1698775)",service,,,,,,,,,
"LINESTRING (-59.5098354 13.170407,-59.5098397 13.1667231)",track,yes,,,,,,,,
"LINESTRING (-59.5110278 13.1703988,-59.5098354 13.170407,-59.5074493 13.1703234)",track,yes,,,,,,,,
"LINESTRING (-59.5072305 13.1723894,-59.5072605 13.172279,-59.5074493 13.1703234,-59.5076556 13.1669484)",track,yes,,,,,,,,
"LINESTRING (-59.5108328 13.1730418,-59.5110456 13.1725298,-59.5110885 13.1720367,-59.5110456 13.1713263,-59.5110885 13.1708667,-59.511037 13.1704404,-59.5110278 13.1703988,-59.5109426 13.1700142,-59.5109426 13.1697468,-59.510949 13.1666441)",track,yes,,,,,,,,
"LINESTRING (-59.5048808 13.1689327,-59.5049009 13.1685291,-59.5047829 13.1684821,-59.5046783 13.1684404)",service,,,,,,,,driveway,
"LINESTRING (-59.5066226 13.1689579,-59.5065665 13.1690166,-59.506489 13.1690467,-59.506414 13.1690501,-59.5060969 13.1690678,-59.5058715 13.1690755,-59.5057043 13.1690811,-59.5054908 13.1690795,-59.5052918 13.1690603,-59.5051758 13.1690403,-59.5050654 13.1690057,-59.5048808 13.1689327,-59.5036606 13.1684449,-59.5030414 13.168208,-59.5025431 13.1679967)",unclassified,,Cherry Grove Road,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5057994 13.1721784,-59.5057684 13.1721334,-59.5057542 13.1720718,-59.5057619 13.1716832,-59.5057758 13.1706699,-59.5057455 13.1698679,-59.5057043 13.1690811)",residential,,Roebuck Street,,,,,,,
"LINESTRING (-59.5072305 13.1723894,-59.5071772 13.172328,-59.5071189 13.1722975,-59.5070713 13.1722867,-59.5068897 13.1722757,-59.5059624 13.1722483,-59.5058699 13.1722323,-59.5058292 13.1722085,-59.5057994 13.1721784)",residential,,Roebuck Street,,,,,,,
"LINESTRING (-59.505644 13.1722175,-59.5051965 13.1721963)",service,,,,,,,,,
"LINESTRING (-59.5055853 13.1727759,-59.5056092 13.1723105,-59.505644 13.1722175,-59.5057994 13.1721784)",service,,,,,,,,,
"LINESTRING (-59.5072451 13.1736659,-59.5072239 13.1736098,-59.5072281 13.173535,-59.5072562 13.1724981,-59.5072521 13.1724433,-59.5072305 13.1723894)",residential,,Roebuck Street,,,,,,,
"LINESTRING (-59.5072451 13.1736659,-59.5066861 13.1736514,-59.5066463 13.1736503,-59.5055876 13.1735958,-59.5054914 13.1736267,-59.5054188 13.1736961,-59.5052569 13.1739302,-59.5051492 13.1740085,-59.5050431 13.1740424,-59.5049059 13.1740561,-59.504744 13.1740067,-59.5044926 13.1739843,-59.5044356 13.1740011)",track,yes,,,,,,,,
"LINESTRING (-59.5127966 13.1723626,-59.5141226 13.1721861,-59.515398 13.1720031,-59.5168843 13.171635)",track,yes,,,,,,,,
"LINESTRING (-59.5108328 13.1730418,-59.5107301 13.1730757,-59.5105433 13.1731688,-59.5097026 13.1736193,-59.5094964 13.1736931,-59.5090335 13.1737357,-59.5079777 13.1737433,-59.5073219 13.1737172,-59.5072782 13.1736944,-59.5072451 13.1736659)",residential,,Roebuck Street,,,,,,,
"LINESTRING (-59.5052569 13.1739302,-59.5052198 13.1753454)",track,,,,,,,,,
"LINESTRING (-59.5066861 13.1736514,-59.506671 13.1752671)",track,,,,,,,,,
"LINESTRING (-59.5044356 13.1740011,-59.5043987 13.1740519,-59.5040402 13.1751529,-59.5039642 13.1753102,-59.5038697 13.1754067,-59.5035784 13.175629,-59.5034298 13.1757377,-59.5033277 13.1757737,-59.5032424 13.1758346,-59.5032176 13.1758853,-59.5031829 13.1760757,-59.5031503 13.1760926,-59.5031142 13.1760906,-59.5008795 13.1757968)",track,yes,,,,,,,,
"LINESTRING (-59.5121652 13.175187,-59.5115144 13.1740572,-59.5110408 13.1732534,-59.5109343 13.1730927,-59.5108328 13.1730418)",residential,,Roebuck Street,,,,,,,
"LINESTRING (-59.5079777 13.1737433,-59.5086856 13.1751686,-59.5094119 13.1765869)",track,yes,,,,,,,,
"LINESTRING (-59.5126593 13.1752246,-59.5126744 13.1753655,-59.5127396 13.1755114,-59.5128287 13.1755981,-59.512972 13.1756616,-59.5130589 13.1757356,-59.5131285 13.1758477)",service,,,,,,,,,
"LINESTRING (-59.5028782 13.1781644,-59.5029641 13.1774838,-59.5029233 13.1774137)",residential,,Morres Land,,,,,,,
"LINESTRING (-59.5069056 13.177328,-59.5067677 13.1773587,-59.5066569 13.1774137,-59.5065634 13.1774348,-59.5063657 13.177401)",service,,,,,,,,,
"LINESTRING (-59.5046984 13.1770064,-59.5045863 13.1781473)",residential,yes,,,,,,,,
"LINESTRING (-59.5055561 13.1783061,-59.505642 13.1767768)",residential,,Cheshire,,,,,,,
"LINESTRING (-59.5073934 13.1794466,-59.5070075 13.179432,-59.5069005 13.1793968,-59.5066759 13.1792737,-59.505689 13.1791694)",residential,yes,,,,,,,,
"LINESTRING (-59.5160205 13.1745294,-59.5163516 13.1758399,-59.5163261 13.1763836,-59.516394 13.176954,-59.5167839 13.1776833,-59.5188194 13.1776319)",track,yes,,,,,,,,
"LINESTRING (-59.5322041 13.1702428,-59.5324125 13.1702943,-59.5326095 13.1703458,-59.532836 13.1704248,-59.5331858 13.170609,-59.5335439 13.1708346,-59.5337457 13.1710166,-59.533831 13.1711366,-59.5338811 13.1712692,-59.5344169 13.1727828,-59.5346796 13.1735438,-59.5347336 13.1737201,-59.5347847 13.1739334,-59.5348303 13.1739837,-59.5348854 13.1740168,-59.5352156 13.1741157)",unclassified,,Tappy Pond Road,,,,,,,
"LINESTRING (-59.5112234 13.1788102,-59.5135322 13.1790024,-59.5147425 13.1791111,-59.5149748 13.1791198,-59.5153604 13.1791278,-59.5171114 13.1792364,-59.5187765 13.1792782)",track,yes,,,,,,,,
"LINESTRING (-59.5188474 13.1813988,-59.5187765 13.1792782,-59.5188194 13.1776319)",residential,,No 3,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5192268 13.1807254,-59.5192357 13.1813743)",residential,,,,,,,,,
"LINESTRING (-59.5200277 13.1772822,-59.5199216 13.1773967,-59.5199054 13.1774614,-59.5198951 13.1775761,-59.5198967 13.1779716,-59.5198217 13.1794968,-59.5197788 13.1804996,-59.5198138 13.1805836,-59.5199771 13.1807598,-59.520013 13.1808315,-59.5199369 13.1814689)",residential,,No 2,40,,,,,,
"LINESTRING (-59.5177415 13.1821943,-59.5171114 13.1792364,-59.5170556 13.1781547,-59.517006 13.1780366,-59.5167839 13.1776833)",track,yes,,,,,,,,
"LINESTRING (-59.5209032 13.1797224,-59.5208347 13.1815336)",residential,,No 1,40,,,,,,
"LINESTRING (-59.516813 13.1825101,-59.5153604 13.1791278)",track,yes,,,,,,,,
"LINESTRING (-59.5157979 13.1828384,-59.5135322 13.1790024)",track,yes,,,,,,,,
"LINESTRING (-59.5195093 13.1824273,-59.5194077 13.1822167,-59.5193106 13.1821178,-59.5192577 13.1819438,-59.5192003 13.1816279,-59.5192091 13.1813741)",residential,,,,,,,,,
"LINESTRING (-59.5241562 13.1813933,-59.5239718 13.1814909,-59.5236579 13.1816437,-59.5235033 13.1817616,-59.5233979 13.1819079,-59.5233575 13.1820345,-59.5233486 13.1821218,-59.5233239 13.1828727)",residential,,,,,,,,,
"LINESTRING (-59.5062416 13.1784193,-59.5055561 13.1783061,-59.5045863 13.1781473,-59.5037451 13.1780805,-59.5028782 13.1781644)",residential,,East Mount Road,40,,,,,,
"LINESTRING (-59.5028782 13.1781644,-59.5020201 13.1782439)",residential,,East Mount Road,40,,,,,,
"LINESTRING (-59.5036587 13.1819374,-59.5052954 13.1821983,-59.5054401 13.1821983,-59.5056289 13.1821398,-59.5062297 13.1818473,-59.5070365 13.1818891)",residential,,Carters Road,40,,,,,,
"LINESTRING (-59.5029606 13.1822674,-59.5029306 13.1822036,-59.5031983 13.1814675,-59.5032157 13.1813589,-59.5032116 13.1812541,-59.5030971 13.1798507)",residential,,Gall Hill No 1,,,,,,,
"LINESTRING (-59.5029306 13.1822036,-59.5019357 13.18201,-59.5014144 13.1819103,-59.5013731 13.1818954,-59.5013389 13.1818703)",residential,,Gall Hill No 2,,,,,,,
"LINESTRING (-59.5026558 13.1834405,-59.5031904 13.1835222,-59.5036794 13.183599,-59.5041961 13.1836802,-59.5045291 13.1837326)",residential,yes,,,,,,,,
"LINESTRING (-59.5029754 13.1829147,-59.5026397 13.182921,-59.5023758 13.1828734,-59.5022719 13.1828293)",residential,,,,,,,,,
"LINESTRING (-59.5013664 13.1835575,-59.501448 13.1835635,-59.5016032 13.1835632,-59.501771 13.1835257,-59.5019037 13.183488,-59.502041 13.1834295,-59.5021611 13.1833125,-59.5022727 13.183229,-59.5023961 13.1831605,-59.5025306 13.1831519,-59.5026645 13.1831662,-59.5028881 13.1831986)",residential,yes,,,,,,,,
"LINESTRING (-59.500784 13.1769272,-59.5008795 13.1757968,-59.5008909 13.1756938,-59.5009879 13.1748769,-59.5009829 13.1747745,-59.5009291 13.1747188,-59.4997559 13.174443)",residential,,Morres Land,,,,,,,
"LINESTRING (-59.5029233 13.1774137,-59.5028277 13.1773777,-59.500784 13.1769272)",residential,,Morres Land,,,,,,,
"LINESTRING (-59.499087 13.1775417,-59.4959877 13.177316)",residential,,East Mount Road,40,,,,,,
"LINESTRING (-59.485131 13.1684075,-59.4854004 13.1689824,-59.4855412 13.1691522,-59.4856609 13.1692585,-59.485881 13.1693514,-59.4863924 13.1694292,-59.4866036 13.1694815,-59.4872816 13.1697405,-59.4881829 13.1700915,-59.4883459 13.1701584,-59.4885176 13.1702838,-59.4886635 13.170501,-59.489024 13.1715373,-59.4890606 13.1716341,-59.4896935 13.1733091,-59.4897664 13.1734191,-59.4898038 13.1734614,-59.4898549 13.1735192,-59.4900682 13.173677,-59.4904745 13.1739777,-59.4906376 13.1740612,-59.4924486 13.1747298,-59.492586 13.1748384,-59.4926546 13.1749805,-59.4929035 13.1757327,-59.492998 13.175858,-59.4931095 13.1759416,-59.4944142 13.1765767,-59.4945772 13.1766269,-59.4948176 13.1766436,-59.4952038 13.1766352,-59.4953841 13.176677,-59.4955042 13.1767188,-59.4956587 13.1768859,-59.4959877 13.177316,-59.4964046 13.1779379,-59.4967627 13.1786253,-59.4968657 13.1789011,-59.4968738 13.1791764,-59.4967885 13.1794108,-59.4966597 13.1802215,-59.4966597 13.1804304,-59.4967713 13.1807145,-59.4968518 13.1808305,-59.4970663 13.1810477,-59.4972536 13.1812467,-59.497326 13.1813721,-59.4973769 13.1815118,-59.4974037 13.1816411,-59.4974615 13.1818578,-59.4974943 13.1820087)",secondary,,Highway H,60,HH,asphalt,KG Ground Survey 2015,,,
"LINESTRING (-59.4990153 13.1805383,-59.5005127 13.1807578,-59.5008637 13.1807912,-59.5012514 13.180846,-59.5013172 13.180858,-59.5013679 13.1808744,-59.5014062 13.1809038)",residential,,Gall Hill No 2,,,,,,,
"LINESTRING (-59.5013389 13.1818703,-59.5013282 13.1818392,-59.5013249 13.1817983,-59.5014487 13.1810403,-59.5014431 13.1809838,-59.5014304 13.1809435,-59.5014062 13.1809038)",residential,,Gall Hill No 2,,,,,,,
"LINESTRING (-59.5008637 13.1807912,-59.5008502 13.1810066,-59.5007689 13.181062)",service,,,,,,,,,
"LINESTRING (-59.501027 13.1818636,-59.5008238 13.181789,-59.5005717 13.1816585,-59.5005179 13.1816396,-59.5004517 13.1816335,-59.5003348 13.181633)",track,,,,,,,,,
"LINESTRING (-59.5013389 13.1818703,-59.5012958 13.1819247,-59.5012777 13.1819339,-59.5012559 13.1819396,-59.5012332 13.1819413,-59.5012108 13.1819389,-59.501027 13.1818636)",service,,,,,,,,,
"LINESTRING (-59.5005127 13.1807578,-59.5003666 13.1815239,-59.5003348 13.181633,-59.5002229 13.1822896,-59.5000995 13.1832006)",residential,yes,,,,,,,,
"LINESTRING (-59.4997641 13.1819179,-59.4993965 13.181853)",residential,,,,,,,,,
"LINESTRING (-59.4995853 13.1828595,-59.4996121 13.182843,-59.4996638 13.1823734,-59.4997004 13.1822014,-59.4997641 13.1819179,-59.4998627 13.1815163,-59.4998597 13.1814957,-59.4998351 13.18148,-59.4989811 13.1812622)",residential,yes,,,,,,,,
"LINESTRING (-59.5002229 13.1822896,-59.4997004 13.1822014)",residential,yes,,,,,,,,
"LINESTRING (-59.4996638 13.1823734,-59.4993104 13.1823309)",residential,,,,,,,,,
"LINESTRING (-59.4974943 13.1820087,-59.4975678 13.1821082,-59.4976197 13.1821738,-59.4977485 13.1823136,-59.4980046 13.182589,-59.4984189 13.1829991,-59.4984941 13.18305,-59.4986563 13.1830722,-59.5000995 13.1832006,-59.5011751 13.183236)",secondary,,Highway 3B,60,H3B,asphalt,,,,
"LINESTRING (-59.4995853 13.1828595,-59.4991642 13.1828195)",residential,,,,,,,,,
"LINESTRING (-59.481155 13.1800258,-59.4816148 13.1802588,-59.4818478 13.1803275,-59.4829116 13.1804591,-59.4831986 13.1805406,-59.4836789 13.1808021,-59.4837755 13.1808354,-59.4838539 13.1808335,-59.4839169 13.1807982,-59.4839558 13.1807401,-59.4839498 13.1806193,-59.4838459 13.1804483,-59.4836766 13.1802925,-59.4834963 13.1801337,-59.4833847 13.1799917,-59.4826109 13.1789764,-59.4825165 13.1788093,-59.4824135 13.1785669,-59.4823877 13.1784165,-59.4824049 13.1783079,-59.4824283 13.1782617,-59.4824735 13.1782243,-59.4825255 13.1782069,-59.4825822 13.1782074,-59.4826523 13.1782291,-59.4827133 13.1782578,-59.4828213 13.1783701,-59.4829037 13.1784765,-59.4829507 13.1785157,-59.4830151 13.1785386,-59.4830908 13.1785281,-59.4832109 13.1784974,-59.4835542 13.1783544,-59.4853606 13.1776141,-59.485488 13.1775658,-59.4855866 13.1775455,-59.4856564 13.1775586,-59.4857261 13.1776121,-59.4860976 13.1779464,-59.4867199 13.1785471,-59.4873648 13.1790029,-59.4895992 13.1802315,-59.4899331 13.1804848,-59.490071 13.1806078,-59.4902804 13.1806751,-59.4909479 13.1807134,-59.4917211 13.1807592,-59.4919376 13.1807821,-59.4922202 13.180873,-59.4929525 13.1812595,-59.4936474 13.181625,-59.494025 13.181815,-59.4943314 13.1819378,-59.4944283 13.1819484,-59.495101 13.1820289,-59.4959446 13.1821281,-59.4962177 13.1821561,-59.4966815 13.1821303,-59.4974943 13.1820087)",unclassified,,Coach Hill,,HG,,,,,
"LINESTRING (-59.5881718 13.1522477,-59.5883678 13.1522506,-59.5884161 13.1522683)",residential,yes,,,,,,,,
"LINESTRING (-59.5884161 13.1522683,-59.5884432 13.152305,-59.5884357 13.1523697,-59.5883233 13.1531408)",residential,yes,,,,,,,,
"LINESTRING (-59.5883233 13.1531408,-59.588328 13.1531801,-59.5883549 13.1532078,-59.5884616 13.1532265,-59.5889503 13.1532722)",residential,yes,,,,,,,,
"LINESTRING (-59.5883233 13.1531408,-59.5882788 13.1535781)",residential,,,,,,,,,
"LINESTRING (-59.5890444 13.1558701,-59.5893287 13.1557134)",residential,yes,,,,,,,,
"LINESTRING (-59.5890015 13.1553948,-59.5892 13.1555671,-59.5893287 13.1557134,-59.5894591 13.1559297,-59.5895732 13.1563328,-59.5896466 13.1567683,-59.5898488 13.1572625,-59.589904 13.1574189,-59.5898862 13.1574738,-59.5897937 13.1575391,-59.5897742 13.1576077,-59.5897997 13.1576978,-59.5898346 13.157801,-59.5898451 13.1579007,-59.5898467 13.1580009,-59.5899124 13.1581159,-59.5900768 13.1584147)",residential,yes,,,,,,,,
"LINESTRING (-59.5959118 13.1599419,-59.5953675 13.1600529)",service,,,,,,,,,
"LINESTRING (-59.5569468 13.1580031,-59.556865 13.159806)",track,,Cottage Grove,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5559483 13.1597484,-59.5562798 13.1597371,-59.556865 13.159806,-59.5571507 13.1598365,-59.5574969 13.1598736,-59.5576513 13.1598765,-59.5578252 13.1598397,-59.558047 13.1597432,-59.5583914 13.15958,-59.559043 13.1592776)",primary,,Highway 3,60,H3,asphalt,,,,
"LINESTRING (-59.5556443 13.1578633,-59.5557202 13.1578939,-59.5569468 13.1580031)",residential,yes,,,,,,,,
"LINESTRING (-59.55708 13.1571205,-59.5570297 13.157197,-59.5569697 13.1573583,-59.5569468 13.1580031)",residential,,Cottage Grove,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5598651 13.1576753,-59.5596104 13.1576457,-59.5592455 13.1576524,-59.5590311 13.1576901,-59.5587757 13.1577923)",residential,,,,,,,,,
"LINESTRING (-59.5556443 13.1572899,-59.5561602 13.1573348,-59.5567913 13.1573531,-59.5569697 13.1573583)",residential,yes,,,,,,,,
"LINESTRING (-59.5556443 13.1572899,-59.5556101 13.1577967,-59.5556443 13.1578633)",residential,yes,,,,,,,,
"LINESTRING (-59.5580185 13.1574514,-59.5577914 13.1569537)",residential,,,,,,,,,
"LINESTRING (-59.5578265 13.1569231,-59.5577914 13.1569537,-59.5577288 13.1569839,-59.557673 13.1569961,-59.5574882 13.1570172,-59.557226 13.1570383,-59.5571585 13.1570633,-59.55708 13.1571205)",residential,,Groves,40,,,KG Ground Survey 2015,,,
"LINESTRING (-59.5567913 13.1573531,-59.5568143 13.1568573)",residential,,,,,,,,,
"LINESTRING (-59.5589901 13.1564642,-59.5589615 13.1564243,-59.5589148 13.1564043,-59.5587574 13.1563687,-59.5581667 13.1563288,-59.5578104 13.1563287)",residential,,,,,,,,,
"LINESTRING (-59.5582397 13.155909,-59.5577795 13.1558935)",residential,,,,,,,,,
"LINESTRING (-59.5578265 13.1569231,-59.5579774 13.1568951,-59.5583531 13.1569041,-59.5585259 13.1569117,-59.5585921 13.1568906,-59.558716 13.1568294,-59.5588882 13.1567775,-59.5589969 13.1567775,-59.559124 13.1567986,-59.5592525 13.1568117,-59.5594234 13.1568484,-59.5597067 13.1569838,-59.5600927 13.1571994)",residential,yes,,,,,,,,
"LINESTRING (-59.5571507 13.1554662,-59.5571461 13.1560212)",residential,,,,,,,,,
"LINESTRING (-59.5561602 13.1573348,-59.5562707 13.1554456)",residential,yes,,,,,,,,
"LINESTRING (-59.5573233 13.1554703,-59.5571507 13.1554662,-59.5562707 13.1554456,-59.5558234 13.1554149,-59.5557777 13.1554415)",residential,yes,,,,,,,,
"LINESTRING (-59.5557777 13.1554415,-59.5557576 13.1554936,-59.5556443 13.1572899)",residential,yes,,,,,,,,
"LINESTRING (-59.5540358 13.1575227,-59.5542522 13.1569174,-59.5543678 13.15665,-59.5544299 13.1565975,-59.5544992 13.1565598,-59.5546617 13.1565377,-59.555098 13.1565452)",residential,yes,,,,,,,,
"LINESTRING (-59.5551721 13.1554088,-59.5551342 13.1559439,-59.555098 13.1565452,-59.5550354 13.1575852)",residential,yes,,,,,,,,
"LINESTRING (-59.5551342 13.1559439,-59.554661 13.155957,-59.554374 13.1559945,-59.5541605 13.1560932,-59.5540034 13.1562266,-59.5538817 13.1563478,-59.553664 13.1567782,-59.5535376 13.1572012,-59.5534934 13.1574889)",residential,yes,,,,,,,,
"LINESTRING (-59.5578621 13.1545812,-59.5579132 13.1545874,-59.5595581 13.1548021,-59.5605328 13.1549294)",residential,yes,,,,,,,,
"LINESTRING (-59.5553019 13.1547022,-59.5543205 13.155506,-59.5540117 13.1557845,-59.5536311 13.1560577,-59.5535883 13.1561122,-59.5534755 13.1563478,-59.5533936 13.1566259,-59.5533422 13.1566864)",residential,yes,,,,,,,,
"LINESTRING (-59.5489531 13.1557127,-59.5485515 13.1557214)",service,,,,,,,,,
"LINESTRING (-59.5461686 13.1555661,-59.5470686 13.1556207)",residential,,Hill View Drive,,,,,,,
"LINESTRING (-59.5461686 13.1555661,-59.5461476 13.1556992)",residential,,,,,,,,,
"LINESTRING (-59.5462002 13.1549554,-59.547043 13.1549888)",residential,,Hill View Drive,,,,,,,
"LINESTRING (-59.546724 13.1543256,-59.5466693 13.1543496,-59.5462341 13.1543394)",residential,,,,,,,,,
"LINESTRING (-59.5550241 13.1581466,-59.554683 13.1581287)",service,,,,,,,,driveway,
